cell_id,current_cycle,cycle_alpha,beta,q_cut,q_end,forecast_points,current_soh_absolute_error,interval_coverage,soh_mae,soh_rmse
MATR_b4c42,458,0.5,0.25,0.3088217727272727,0.9416506363636362,458,0.001417398452758789,1.0,0.024184779438910006,0.044295486415848365
MATR_b4c42,458,0.5,0.5,0.6928821,0.9416506363636362,458,0.001475989818572998,1.0,0.025024547066751005,0.045748931467381314
MATR_b4c42,641,0.7,0.25,0.30108183636363633,0.9110780909090908,275,0.00275421142578125,1.0,0.03749207063154741,0.05193971725785521
MATR_b4c42,641,0.7,0.5,0.6796299363636363,0.9110780909090908,275,0.0030985474586486816,1.0,0.039573776938698506,0.05427425978158455
MATR_b4c6,234,0.3,0.25,0.2915910727272727,0.9384363636363636,544,0.0024961233139038086,1.0,0.013505929971442503,0.027653733206668047
MATR_b4c6,234,0.3,0.5,0.6535858454545453,0.9384363636363636,544,0.002491891384124756,1.0,0.013517536332502085,0.02776154690751835
MATR_b4c6,389,0.5,0.25,0.29069829999999997,0.929899,389,0.0016131997108459473,1.0,0.010766489646735105,0.021665884390805412
MATR_b4c6,389,0.5,0.5,0.6525343636363635,0.929899,389,0.001663506031036377,1.0,0.01107716024075192,0.02242283217197359
MATR_b4c6,544,0.7,0.25,0.28832899090909087,0.9106213636363635,234,0.00267106294631958,1.0,0.02773619844363286,0.037351752498961326
MATR_b4c6,544,0.7,0.5,0.6501449818181817,0.9106213636363635,234,0.0028061866760253906,1.0,0.028710921350707356,0.03850169675806139
MATR_b4c7,169,0.3,0.25,0.3231912818181818,0.9577012727272727,394,0.0020708441734313965,0.883248730964467,0.017521356719399465,0.04246110515383803
MATR_b4c7,169,0.3,0.5,0.7185239727272728,0.9577012727272727,394,0.0021420717239379883,0.8807106598984772,0.017890643196057546,0.04289566801227768
MATR_b4c7,281,0.5,0.25,0.32495292727272723,0.9525391818181818,282,0.00043839216232299805,0.9468085106382979,0.01710669199625651,0.037173154405931226
MATR_b4c7,281,0.5,0.5,0.7202848545454544,0.9525391818181818,282,0.00042319297790527344,0.9326241134751773,0.017664823549013612,0.03806139942833149
MATR_b4c7,394,0.7,0.25,0.3336322,0.9388217272727272,169,0.005967855453491211,1.0,0.018318426679577348,0.022855828148278155
MATR_b4c7,394,0.7,0.5,0.7399944272727272,0.9388217272727272,169,0.00647282600402832,1.0,0.01807794662622305,0.023020875675991134
