horizon_scheme,learning_rate,context_size,horizon,seeds_completed,pooled_lifetime_rmse_cycles_mean,pooled_lifetime_rmse_cycles_std,pooled_lifetime_mae_cycles_mean,pooled_lifetime_mae_cycles_std,pooled_lifetime_bias_cycles_mean,pooled_lifetime_bias_cycles_std,pooled_rul_mape_percent_mean,pooled_rul_mape_percent_std,pooled_coverage_mean,pooled_coverage_std,pooled_interval_width_cycles_mean,pooled_interval_width_cycles_std
expanded,2.5e-05,16,440,1,91.49079750690643,,54.91142478664027,,-9.474645280289419,,27.787377414136984,,0.6257668711656442,,122.9458969650602,
expanded,2.5e-05,16,460,1,92.34505292510327,,57.01903073959327,,-9.382743790097383,,34.15379422656363,,0.6258064516129033,,124.32306187372258,
expanded,2.5e-05,16,480,1,95.24131180981827,,60.44851432553204,,-7.358579092758085,,39.392528741295024,,0.5972222222222222,,125.50322149092621,
expanded,2.5e-05,16,500,1,94.70935840882855,,61.97046547710974,,-10.965837107220747,,30.177126511323532,,0.5984848484848485,,129.73797954571603,
expanded,2.5e-05,16,520,1,92.46312307268335,,63.656111669688,,-2.1109969044166412,,27.224413343077625,,0.576,,132.00224676384985,
expanded,2.5e-05,16,540,1,89.13439889326993,,62.479086178392464,,-6.396705627222678,,21.349751170045586,,0.5583333333333333,,132.0412240793731,
expanded,2.5e-05,16,560,1,89.04113894651066,,60.93941659143127,,-13.471544850309138,,20.981859810040362,,0.5982905982905983,,130.37349219781404,
expanded,2.5e-05,16,580,1,84.86298131360634,,57.97525496013279,,-9.045948158420106,,24.377357949501647,,0.6239316239316239,,126.51309850669563,
expanded,2.5e-05,16,600,1,85.17379268401932,,57.25741524035544,,-10.480839393252841,,30.97092153709354,,0.6347826086956522,,128.4428687668436,
expanded,5e-05,8,60,1,245.69503119244632,,154.06276986004963,,-42.684286168993296,,18.677728446522778,,0.7941176470588235,,404.896213020465,
expanded,5e-05,8,80,1,211.64726557831665,,152.88424168489593,,76.34105058610086,,22.264038413446073,,0.7941176470588235,,412.1950814883839,
expanded,5e-05,8,100,1,191.20004799890316,,156.69856738714734,,116.29473742229585,,24.61234493240971,,0.7941176470588235,,427.7984842048668,
expanded,5e-05,8,120,1,153.21880749295866,,117.79218826975614,,76.24411033912496,,19.456421387351952,,0.7352941176470589,,368.4609507540179,
expanded,5e-05,8,140,1,144.91542124572544,,102.64362490820906,,32.77255616404983,,16.600227726246818,,0.8235294117647058,,329.5964022124399,
expanded,5e-05,8,160,1,161.456094760961,,101.69613775540286,,-5.048676561439989,,15.389954524346233,,0.7352941176470589,,262.86528059139,
expanded,5e-05,8,180,1,182.08268160799193,,135.44765173844834,,89.86856326636432,,23.02286155172274,,0.6764705882352942,,312.2966813789121,
expanded,5e-05,8,200,1,138.63565153939675,,100.62085546090057,,20.357794972403855,,16.855777078566692,,0.7352941176470589,,255.66459657875305,
expanded,5e-05,8,220,1,152.38541361929256,,112.9548447004299,,72.0597530858222,,20.949341520015327,,0.7352941176470589,,277.99346348190784,
expanded,5e-05,8,240,1,118.8235840435428,,86.9775813961204,,13.202877361019302,,15.729617089921069,,0.7352941176470589,,240.2707771102436,
expanded,5e-05,8,260,1,109.46887977233945,,81.42383941213566,,17.88242344408414,,15.9628019718517,,0.8823529411764706,,240.4661230033268,
expanded,5e-05,8,280,1,101.3296203954567,,76.96289694838475,,21.744970662623096,,17.0761901059081,,0.8235294117647058,,231.38217663366748,
expanded,5e-05,8,300,1,91.88415084771134,,68.19382573017177,,2.462200411663006,,17.18829834454274,,0.7941176470588235,,196.09528213636756,
expanded,5e-05,8,320,1,97.42340159080341,,78.50435658821068,,36.48808637100467,,28.506415969493332,,0.7058823529411765,,206.368039367352,
expanded,5e-05,8,340,1,83.76421292224553,,64.09418412560515,,14.42016557288324,,15.141402560925673,,0.7878787878787878,,188.33973368791203,
expanded,5e-05,8,360,1,84.89960896031492,,59.00078090057097,,-4.834370098349528,,14.72866907594491,,0.7878787878787878,,170.08451325358592,
expanded,5e-05,8,380,1,91.34308963062875,,68.93478258817,,15.468341505208276,,19.10132737272783,,0.7575757575757576,,172.6984463434352,
expanded,5e-05,8,400,1,87.2003572934946,,63.09255910008636,,10.703255653847684,,20.360424319114554,,0.7575757575757576,,165.20224077370028,
expanded,5e-05,8,420,1,84.11804128470777,,59.18602788680565,,7.614848189907522,,29.414503159422534,,0.7272727272727273,,155.67186301617593,
expanded,5e-05,8,440,1,88.93526077081987,,61.10119503445935,,5.177071085937039,,21.226002545436124,,0.75,,150.86442636515744,
expanded,5e-05,8,460,1,95.51529119170117,,69.43188926198434,,15.86653825399532,,22.118675291627017,,0.7096774193548387,,160.45330140536666,
expanded,5e-05,8,480,1,89.67856933422914,,61.42656508434621,,4.245419687253277,,21.850736816166837,,0.7419354838709677,,144.78318447070805,
expanded,5e-05,8,500,1,102.07414977595734,,61.533224915436605,,-19.98620890898754,,24.4594334121635,,0.7,,135.6885007230899,
expanded,5e-05,8,520,1,96.41919769209136,,73.45759801155154,,10.54894606795177,,35.98248041216751,,0.6071428571428571,,145.14050246940343,
expanded,5e-05,8,540,1,104.13538039370913,,65.0236824913597,,-25.500555712887625,,19.98448085619696,,0.5925925925925926,,135.18835854633613,
expanded,5e-05,8,560,1,96.09129024152195,,64.50828158119576,,-9.043855515136821,,23.857787719283948,,0.6666666666666666,,136.9989246849163,
expanded,5e-05,8,580,1,94.78656996045369,,59.9513220994562,,-17.033361224186493,,24.328193413422593,,0.6666666666666666,,129.56851004507564,
expanded,5e-05,8,600,1,100.11250060197933,,58.37693928981726,,-39.41592536716376,,25.18536383813073,,0.7407407407407407,,124.73620363236189,
expanded,5e-05,12,60,1,245.13780175254664,,154.18636881245584,,-41.910365247342966,,18.71455164073759,,0.7941176470588235,,406.7714431172257,
expanded,5e-05,12,80,1,215.94821260545746,,158.0997382081196,,83.15603982250883,,23.34205349975981,,0.7647058823529411,,412.5768020730061,
expanded,5e-05,12,100,1,174.86390047463877,,135.92053756876325,,90.7019239462882,,21.250168927320082,,0.8235294117647058,,405.7181592901477,
expanded,5e-05,12,120,1,152.6783758070746,,116.53830424265021,,71.44102861103933,,19.155591277497006,,0.7647058823529411,,364.5449911752895,
expanded,5e-05,12,140,1,143.17494220832822,,101.12459256478834,,29.55114259152821,,16.347649354223478,,0.8235294117647058,,327.6761018492602,
expanded,5e-05,12,160,1,159.80043663550248,,102.09599444091421,,-0.16823650339855542,,15.5448615453087,,0.7058823529411765,,265.2757137283584,
expanded,5e-05,12,180,1,155.4031602447243,,112.20770989464742,,41.55020067962502,,18.372528922576397,,0.7647058823529411,,280.32052449119374,
expanded,5e-05,12,200,1,141.11987265238355,,104.86125865981971,,37.32088637840954,,18.080348898145772,,0.7058823529411765,,264.5244817791368,
expanded,5e-05,12,220,1,151.16803338784499,,113.084834689074,,71.43664727294262,,20.992803040083537,,0.7352941176470589,,277.8262310421672,
expanded,5e-05,12,240,1,121.11817673003293,,91.26157448020645,,24.086661139565972,,16.873584393611573,,0.7941176470588235,,243.88075411325045,
expanded,5e-05,12,260,1,108.55991073820334,,81.43789264847986,,19.631249665653808,,16.027653937287617,,0.8823529411764706,,241.76067378678854,
expanded,5e-05,12,280,1,102.72584447051565,,76.61762071661417,,16.658844416198356,,16.72095972368986,,0.8823529411764706,,229.84393831295935,
expanded,5e-05,12,300,1,91.30131334832357,,70.24395980323288,,11.414780167172957,,17.855341681537993,,0.7941176470588235,,199.89384395006763,
expanded,5e-05,12,320,1,94.51062373595028,,73.36070891786733,,17.188801029639396,,26.447924375275477,,0.7647058823529411,,195.98885224698,
expanded,5e-05,12,340,1,83.81043910507077,,64.13465498249846,,14.28936419510613,,15.171211349792266,,0.7878787878787878,,188.35313357647743,
expanded,5e-05,12,360,1,83.51082112110412,,60.60359435749461,,3.1727793911464657,,15.38953807846148,,0.7878787878787878,,173.95821372713314,
expanded,5e-05,12,380,1,92.1457312194944,,70.28134153641672,,18.11790023207505,,19.521148591362593,,0.7272727272727273,,173.98666941909136,
expanded,5e-05,12,400,1,87.71052791885701,,64.21818331583844,,13.614678894853277,,20.919236757136566,,0.696969696969697,,166.59592600773294,
expanded,5e-05,12,420,1,83.77822898963247,,58.60561671307957,,5.385343103269236,,28.64037080605366,,0.7575757575757576,,155.31980004330728,
expanded,5e-05,12,440,1,87.98704563515561,,60.35266582729616,,4.023044496567925,,20.888834956563933,,0.75,,150.50598559832792,
expanded,5e-05,12,460,1,92.07697075024203,,58.837685566170116,,-8.819670346025687,,16.99161848441164,,0.7419354838709677,,147.15269085426465,
expanded,5e-05,12,480,1,89.54958530922521,,59.806201296065986,,0.47893205644882547,,21.142936042197075,,0.7419354838709677,,142.94075001413577,
expanded,5e-05,12,500,1,97.04887689297975,,67.51469354231418,,3.5995202667777617,,28.567543325333943,,0.7,,142.34141666141025,
expanded,5e-05,12,520,1,96.80126972373205,,70.56986742305604,,1.9098720046221689,,33.19832727739407,,0.6785714285714286,,142.61765288841661,
expanded,5e-05,12,540,1,101.98582697930907,,64.96841399359728,,-21.059104544586056,,20.41145019182195,,0.5555555555555556,,135.75658986120104,
expanded,5e-05,12,560,1,96.01271509439881,,65.29723456669599,,-6.764860954534853,,24.35621331142801,,0.6296296296296297,,137.27439498378544,
expanded,5e-05,12,580,1,99.65132663482905,,59.96849232022638,,-26.30459337763064,,23.114077202558935,,0.6666666666666666,,127.69878217798193,
expanded,5e-05,12,600,1,92.95480391621,,55.953302320688366,,-26.97110247645892,,25.841613003441932,,0.7037037037037037,,128.22439931617478,
expanded,5e-05,16,60,1,247.33294403147684,,154.8707866173733,,-45.12154132374886,,18.721770088796333,,0.7941176470588235,,404.32416182357935,
expanded,5e-05,16,80,1,205.67884082169925,,143.44712823536992,,53.593137964154096,,20.662771316371405,,0.7647058823529411,,392.1658556341995,
expanded,5e-05,16,100,1,163.39770762117016,,116.93409821589158,,60.008738522681504,,18.137991832656493,,0.7941176470588235,,383.83944204677084,
expanded,5e-05,16,120,1,145.17591665848184,,109.9859382435535,,55.9352440471638,,17.91365360968016,,0.7647058823529411,,354.9781591288989,
expanded,5e-05,16,140,1,143.56140187443694,,101.21379154274946,,29.735791017887774,,16.348714254116405,,0.8235294117647058,,328.2163456643604,
expanded,5e-05,16,160,1,158.22791753445176,,104.38983868346389,,12.673505500903472,,16.240276435764265,,0.7352941176470589,,272.6475250784135,
expanded,5e-05,16,180,1,158.83850561908295,,116.13551568071603,,49.804730699334584,,19.142081032623246,,0.7058823529411765,,284.5597567801633,
expanded,5e-05,16,200,1,141.37646827732522,,106.00141325618121,,39.842044194906215,,18.400657397276483,,0.6764705882352942,,265.5182439974209,
expanded,5e-05,16,220,1,152.43180128645858,,114.89362216409188,,74.7496370542092,,21.520660874625882,,0.7058823529411765,,278.83250162901095,
expanded,5e-05,16,240,1,121.87696444251758,,94.14256888119158,,32.19149261289479,,17.598698739048338,,0.8235294117647058,,248.4179356328259,
expanded,5e-05,16,260,1,110.23278495896749,,82.55343137764119,,20.18530711642503,,16.233661214413218,,0.8823529411764706,,242.0295321104461,
expanded,5e-05,16,280,1,103.47358487048187,,78.5166061063338,,22.709644797165254,,17.340957436166946,,0.8529411764705882,,232.94044760023257,
expanded,5e-05,16,300,1,90.80156707743903,,69.5182656867668,,9.417871397915723,,17.60886806603759,,0.7941176470588235,,199.2182569835018,
expanded,5e-05,16,320,1,93.12165753882451,,72.3330336798303,,16.76167208570122,,26.013289916706583,,0.7941176470588235,,196.06915315251226,
expanded,5e-05,16,340,1,83.9723934577134,,64.13346537812487,,13.770366210876062,,15.158915692519455,,0.7878787878787878,,187.44923195756303,
expanded,5e-05,16,360,1,82.90080610912396,,60.86358247175785,,5.01210988139555,,15.499936064303588,,0.7878787878787878,,174.92647303747728,
expanded,5e-05,16,380,1,90.35506676185511,,68.95077860751412,,17.733731977608862,,19.271393133890673,,0.7272727272727273,,172.51259519265545,
expanded,5e-05,16,400,1,87.14429815756054,,62.92472123499352,,10.252082940167071,,20.48058093705502,,0.7575757575757576,,164.84306974591692,
expanded,5e-05,16,420,1,84.98474994136964,,59.4084916390928,,6.04928723944549,,29.055021148594985,,0.7272727272727273,,155.4547381003642,
expanded,5e-05,16,440,1,88.3834112848439,,61.43482691315902,,8.398544160786175,,21.503020580351965,,0.71875,,152.45593594974645,
expanded,5e-05,16,460,1,91.40978139965222,,60.72932699159904,,-1.6281024357808362,,18.03088049051427,,0.7096774193548387,,148.71311938579862,
expanded,5e-05,16,480,1,90.07984764949238,,61.62348742647096,,3.8331740075343754,,21.529621572089123,,0.7419354838709677,,144.03794882543198,
expanded,5e-05,16,500,1,96.48469204173135,,68.21768754953337,,6.615622762526128,,29.2002646469647,,0.7,,143.53764144324245,
expanded,5e-05,16,520,1,97.90491783275885,,68.8609657496232,,-4.053791364495505,,31.451766754668714,,0.6785714285714286,,140.21956449106628,
expanded,5e-05,16,540,1,98.75274217484868,,66.11183393670147,,-11.632432988569205,,21.610989557951697,,0.6296296296296297,,137.80898560372518,
expanded,5e-05,16,560,1,99.03251474752369,,63.95098837861074,,-15.347842227295237,,22.940469991403685,,0.6296296296296297,,134.65938060024476,
expanded,5e-05,16,580,1,95.92888435663018,,60.641648749358716,,-16.956781198059325,,24.558075818453812,,0.6666666666666666,,130.15711573486044,
expanded,5e-05,16,600,1,90.97296411805111,,55.92937731577343,,-22.741476299163697,,26.455036396205355,,0.6666666666666666,,129.79725758345896,
original,2.5e-05,8,60,3,647.8878807534126,63.89650875491491,565.6475696056509,61.34560046746074,517.7015284297598,66.41560247525419,104.15877844637896,11.852313974864593,0.36883629191321504,0.05497972333241165,874.7565203974737,187.4366083912026
original,2.5e-05,8,80,3,407.89059094191293,111.2900581079063,333.89136523466806,106.62983223258152,281.55238036071313,112.30116025854666,58.0433399116468,18.819225436361094,0.5207100591715976,0.13323467750529824,686.0548551048324,199.85412456124988
original,2.5e-05,8,100,3,199.6761717450892,21.040031117687406,126.87008264806131,10.07553920356683,24.601740271506106,11.862461778242714,23.493094484542663,1.1732078953675393,0.7613412228796843,0.05032485531429217,372.91912743094036,59.333775857238805
original,2.5e-05,8,120,3,194.90190036622155,16.311936100132293,119.82423392316731,7.814643577197704,26.665817246394102,15.110151842074936,27.965693073329447,0.7837805064316689,0.7554240631163708,0.04441155916843276,332.1760401774087,59.009539894954045
original,2.5e-05,8,140,3,175.58345042519866,9.81300552768511,104.01784964525689,4.125059731148463,8.077582087747684,11.95476691573924,59.30950536081551,11.73889707291909,0.7218934911242604,0.06824001535308165,276.08167508379466,53.31613616795322
original,2.5e-05,8,160,3,166.84077825510371,13.607272558699444,98.77260869031464,4.485146211190471,0.5606537397691351,13.259738957594761,14.240578341962058,0.3890291998196106,0.6984126984126985,0.08361629962581536,247.67286767881896,51.99654793894789
original,2.5e-05,8,180,3,159.91888540333548,7.2294751835080575,95.85575460116455,4.326323359162273,21.388803603438827,7.907493550787082,14.333550910405647,0.5062376485872443,0.7003968253968255,0.06950111066721028,242.35704096923132,46.51335274788661
original,2.5e-05,8,200,3,150.65708656062304,11.367628313175894,89.22779537810472,4.073419912220479,5.067525364698267,11.830424997005409,13.592295916649592,0.3193730389777383,0.6646825396825397,0.07442460052980578,219.60366048932667,40.41353973760643
original,2.5e-05,8,220,3,149.67181400199107,14.62110806636602,89.68471041505916,6.077253629702415,16.81873311193096,9.265577236768172,14.392768966283398,0.5036445570733642,0.6726190476190476,0.07599491270716492,221.2873087849081,42.446444983128444
original,2.5e-05,8,240,3,141.823388223998,17.373310736001095,83.54076809769896,6.422146985832947,2.8714066261123925,10.730644344875582,13.902231456883966,0.3623388307327522,0.6746031746031745,0.08673608331108884,210.65775586528616,43.19592767867385
original,2.5e-05,8,260,3,141.2667263406395,19.18981695070147,83.19862405851381,7.861517734438986,7.460630597105678,11.20520691935169,14.753946184783837,0.9242778652704884,0.6805555555555555,0.07442460052980578,212.84213967995697,45.380474763979464
original,2.5e-05,8,280,3,136.45138770580152,15.930697616653056,80.82696086990404,6.431675927206851,8.635039326716578,9.48288215072922,15.863091195541374,0.8877284002624002,0.6765873015873015,0.06847394415371987,214.2968310492521,43.59257291249853
original,2.5e-05,8,300,3,134.38647262425167,15.108972833434041,78.4373312791656,5.300055516238819,-1.9384669904057805,14.449514118282396,15.187722719246885,0.6726153085913747,0.6986027944111776,0.06568655757247238,207.24115795302,43.680447769494165
