horizon_scheme,seed,learning_rate,fold,context_size,run_tag,run_dir,evaluation_dir,prediction_csv,best_step,best_validation_rmse_cycles,mean_horizon_lifetime_rmse_cycles,mean_horizon_lifetime_mae_cycles,mean_rmse_below_training_range_cycles,mean_rmse_at_trained_horizons_cycles,mean_rmse_above_training_range_cycles,pooled_lifetime_rmse_cycles,pooled_lifetime_mae_cycles,pooled_lifetime_bias_cycles,pooled_coverage,pooled_interval_width_cycles,num_predictions,num_test_cells,num_evaluation_horizons,num_valid_horizons,num_skipped_horizons,minimum_actual_context_cells,mean_actual_context_cells,status,error
original,42,0.0001,0,16,horiginal_s42_lr0p0001_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp/20260830_013634_615505_f0_life_iv_anp_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f0/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f0/context_16/per_cell_predictions.csv,3500,136.65815998514034,188.27381523329382,139.7453040013144,502.8184931693319,155.04135250998144,170.70499750558446,217.24777684758726,138.12192222870087,3.677726583248975,0.5083240843507214,237.53419803700402,901,34,28,28,0,16,16.0,completed,
original,42,0.0001,1,8,horiginal_s42_lr0p0001_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f1/20260830_144729_530991_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f1/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f1/context_8/per_cell_predictions.csv,3500,180.02317065319392,180.19737161025483,140.5590809395572,600.133522535118,124.26748198014039,165.22113721569028,222.86963558814634,138.4347203046796,-18.880795459167135,0.3898876404494382,195.84715667110723,890,34,28,28,0,8,8.0,completed,
original,42,0.0001,1,12,horiginal_s42_lr0p0001_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f1/20260830_144729_530991_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f1/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f1/context_12/per_cell_predictions.csv,3500,180.02317065319392,180.00344120639306,140.3892152608102,597.6288822099898,124.70367689567568,164.87320956710613,222.36763201138035,138.26527249006173,-19.23322199826875,0.39101123595505616,195.7120919659564,890,34,28,28,0,12,12.0,completed,
original,42,0.0001,1,16,horiginal_s42_lr0p0001_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f1/20260830_144729_530991_f1_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f1/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f1/context_16/per_cell_predictions.csv,3500,180.02317065319392,180.05165866525886,140.41011292879872,601.3060321276176,124.63481726543222,164.5234258968172,223.05583096297693,138.31927366727217,-18.734266283777842,0.39775280898876403,196.09667164862904,890,34,28,28,0,16,16.0,completed,
original,42,0.0001,2,8,horiginal_s42_lr0p0001_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f2/20260830_145636_131610_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f2/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f2/context_8/per_cell_predictions.csv,5500,117.53074386583333,252.10833336319374,169.01532552887537,584.5933200149477,187.35885662731496,255.25995141593765,275.70861372558664,164.56506615246303,-47.9870998238805,0.4214689265536723,181.37732743863108,885,34,28,28,0,8,8.0,completed,
original,42,0.0001,2,12,horiginal_s42_lr0p0001_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f2/20260830_145636_131610_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f2/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f2/context_12/per_cell_predictions.csv,5500,117.53074386583333,252.8763527706986,169.56485154227423,594.7950507516346,187.53721821164427,255.20255838321359,277.99877166536095,165.14549339533258,-47.423524372221635,0.4214689265536723,180.3167272793558,885,34,28,28,0,12,12.0,completed,
original,42,0.0001,2,16,horiginal_s42_lr0p0001_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f2/20260830_145636_131610_f2_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f2/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f2/context_16/per_cell_predictions.csv,5500,117.53074386583333,252.12192529542895,169.03841096539296,589.7671726994653,187.47061158199122,254.51352236474503,277.03023145699973,164.60457733908234,-47.16698125482868,0.423728813559322,179.97786808430092,885,34,28,28,0,16,16.0,completed,
original,42,0.0001,3,8,horiginal_s42_lr0p0001_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f3/20260830_150703_688015_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f3/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f3/context_8/per_cell_predictions.csv,2000,142.6030248029955,236.8190837297182,183.21832405343687,747.485117945262,219.72148485373427,181.2685183433672,291.3522876556541,178.36493480469105,58.37521455637951,0.6956004756242569,357.26320100475647,841,34,28,28,0,8,8.0,completed,
original,42,0.0001,3,12,horiginal_s42_lr0p0001_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f3/20260830_150703_688015_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f3/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f3/context_12/per_cell_predictions.csv,2000,142.6030248029955,237.46073784125338,183.6766828519786,742.3661960037382,220.25560609061677,182.75710670338884,290.6696688183914,178.62433719319495,57.23578678437671,0.6979785969084423,356.1817442423309,841,34,28,28,0,12,12.0,completed,
original,42,0.0001,3,16,horiginal_s42_lr0p0001_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f3/20260830_150703_688015_f3_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f3/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f3/context_16/per_cell_predictions.csv,2000,142.6030248029955,236.03493639225613,182.2614319062109,743.3863454524189,219.52677630069763,180.49406591804384,290.04920230213423,177.4014720572836,57.263108850343016,0.7027348394768134,356.0679082884726,841,34,28,28,0,16,16.0,completed,
original,42,0.0001,4,8,horiginal_s42_lr0p0001_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f4/20260830_151512_424898_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f4/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f4/context_8/per_cell_predictions.csv,3000,121.87728077673563,170.69469212546727,135.0110706370612,544.5761345874421,97.93021665764208,174.20444847360915,209.04067664185558,130.6475002937223,-26.398909272734965,0.610981308411215,267.1272318579256,856,33,28,28,0,8,8.0,completed,
original,42,0.0001,4,12,horiginal_s42_lr0p0001_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f4/20260830_151512_424898_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f4/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f4/context_12/per_cell_predictions.csv,3000,121.87728077673563,170.4684189868554,134.79251827818774,527.8118017843692,98.73941294446178,175.42390571160885,207.11921939265784,130.1995242596077,-29.39617569566713,0.6086448598130841,265.51393359005505,856,33,28,28,0,12,12.0,completed,
original,42,0.0001,4,16,horiginal_s42_lr0p0001_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s42_lr0p0001_f4/20260830_151512_424898_f4_life_iv_base_s42,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f4/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s42_lr0p0001_f4/context_16/per_cell_predictions.csv,3000,121.87728077673563,171.40359961315184,134.9875845075044,537.4007031546196,99.13918455957854,175.5978901802433,208.7439070332365,130.41621435922409,-28.889440703888585,0.6063084112149533,265.2659635268968,856,33,28,28,0,16,16.0,completed,
original,52,2.5e-05,0,8,horiginal_s52_lr2p5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f0/20260830_152356_958074_f0_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f0/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f0/context_8/per_cell_predictions.csv,3500,214.22490703731665,195.33600543176982,123.29239394939212,519.1153721449829,182.1183043295496,161.8584040116363,218.42558365880825,125.0261016889438,23.05054226177363,0.8967813540510544,540.7923480199706,901,34,28,28,0,8,8.0,completed,
original,52,2.5e-05,0,12,horiginal_s52_lr2p5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f0/20260830_152356_958074_f0_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f0/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f0/context_12/per_cell_predictions.csv,3500,214.22490703731665,195.15459187616835,123.18454876608864,526.0369424045095,180.5259932607632,161.76458412368675,218.93423222763036,124.8925767354989,22.08324497298971,0.8967813540510544,539.5943613802148,901,34,28,28,0,12,12.0,completed,
original,52,2.5e-05,0,16,horiginal_s52_lr2p5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f0/20260830_152356_958074_f0_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f0/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f0/context_16/per_cell_predictions.csv,3500,214.22490703731665,194.97156551730717,123.05551497620708,525.0242756255873,180.41295918277322,161.64084881486136,218.6405697838555,124.78322198956234,22.39812515462937,0.8956714761376249,539.5144168595114,901,34,28,28,0,16,16.0,completed,
original,52,2.5e-05,1,8,horiginal_s52_lr2p5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f1/20260830_153303_078367_f1_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f1/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f1/context_8/per_cell_predictions.csv,7000,170.17002807605164,148.73224287418435,122.874500328155,780.0558179254701,118.14460921778368,86.98669754870674,240.72326159318555,126.77431282168854,78.63052953963387,0.7101123595505618,342.35783314408394,890,34,28,28,0,8,8.0,completed,
original,52,2.5e-05,1,12,horiginal_s52_lr2p5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f1/20260830_153303_078367_f1_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f1/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f1/context_12/per_cell_predictions.csv,7000,170.17002807605164,148.39765359738755,122.63338828195056,782.2637287708733,117.31023207585463,86.67961935671356,241.00279617669815,126.55262345135888,77.9918671461638,0.7112359550561798,341.9117689370004,890,34,28,28,0,12,12.0,completed,
original,52,2.5e-05,1,16,horiginal_s52_lr2p5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f1/20260830_153303_078367_f1_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f1/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f1/context_16/per_cell_predictions.csv,7000,170.17002807605164,148.4149002539502,122.6325205325315,782.5234919543109,117.37164313877749,86.63214324502883,241.1391628851157,126.56233303849804,78.39014235875028,0.7134831460674157,342.59796843104795,890,34,28,28,0,16,16.0,completed,
original,52,2.5e-05,2,8,horiginal_s52_lr2p5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f2/20260830_154434_750145_f2_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f2/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f2/context_8/per_cell_predictions.csv,5000,135.29336542850214,234.29169275715427,153.5812389534743,436.47602695361377,213.8801432176864,222.30225119323615,244.21938621873215,150.3422859392496,-67.54776999253,0.7028248587570621,370.63223824302884,885,34,28,28,0,8,8.0,completed,
original,52,2.5e-05,2,12,horiginal_s52_lr2p5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f2/20260830_154434_750145_f2_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f2/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f2/context_12/per_cell_predictions.csv,5000,135.29336542850214,234.32927041639576,153.74105101023966,436.5626080904651,213.40412091874717,222.70993502479547,244.31721362041077,150.44035980792316,-67.80472641759263,0.7050847457627119,370.81476112467027,885,34,28,28,0,12,12.0,completed,
original,52,2.5e-05,2,16,horiginal_s52_lr2p5em05_f2,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f2/20260830_154434_750145_f2_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f2/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f2/context_16/per_cell_predictions.csv,5000,135.29336542850214,233.95647119264308,153.55356881401033,435.398909260729,213.06974077453967,222.41441509017412,243.93739327801495,150.23961007480705,-67.33992341822538,0.703954802259887,370.8167890272165,885,34,28,28,0,16,16.0,completed,
original,52,2.5e-05,3,8,horiginal_s52_lr2p5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f3/20260830_155448_915052_f3_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f3/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f3/context_8/per_cell_predictions.csv,7000,127.28533097670567,195.574733834314,140.73469037955707,771.426728404236,197.2171416171225,117.5900355175982,272.36481974170937,145.62909536673726,67.47719191677827,0.7431629013079667,319.30917126603833,841,34,28,28,0,8,8.0,completed,
original,52,2.5e-05,3,12,horiginal_s52_lr2p5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f3/20260830_155448_915052_f3_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f3/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f3/context_12/per_cell_predictions.csv,7000,127.28533097670567,195.382654260587,140.52992601835064,766.3566917512483,197.07705097273094,118.01022500625992,271.17871640117204,145.30524818904203,67.1904749293014,0.7419738406658739,319.35183995302475,841,34,28,28,0,12,12.0,completed,
original,52,2.5e-05,3,16,horiginal_s52_lr2p5em05_f3,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f3/20260830_155448_915052_f3_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f3/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f3/context_16/per_cell_predictions.csv,7000,127.28533097670567,195.14668795635228,140.3877597078549,768.9518435850695,196.21924810645288,117.85278976244953,271.5492933716319,145.1820393035106,66.91077746975428,0.7419738406658739,319.34815473667567,841,34,28,28,0,16,16.0,completed,
original,52,2.5e-05,4,8,horiginal_s52_lr2p5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f4/20260830_160612_069156_f4_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f4/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f4/context_8/per_cell_predictions.csv,19000,81.88443238752161,140.7808836938892,104.57163603488088,430.5427462296099,96.4133298862513,134.68217481472755,170.26512924405895,103.36142730685503,1.7243408577920813,0.4824766355140187,146.68820763802609,856,33,28,28,0,8,8.0,completed,
original,52,2.5e-05,4,12,horiginal_s52_lr2p5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f4/20260830_160612_069156_f4_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f4/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f4/context_12/per_cell_predictions.csv,19000,81.88443238752161,140.40399890881045,104.29508925419448,427.06565165582595,96.30133033773055,134.52440216133365,169.48968090790316,103.10415585163024,0.6048969123227376,0.47897196261682246,146.7460035544052,856,33,28,28,0,12,12.0,completed,
original,52,2.5e-05,4,16,horiginal_s52_lr2p5em05_f4,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr2p5em05_f4/20260830_160612_069156_f4_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f4/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr2p5em05_f4/context_16/per_cell_predictions.csv,19000,81.88443238752161,140.5865277847395,104.25527495372869,426.21782530769156,96.69763571044295,134.68754230283005,169.51370081560685,103.04472956595731,0.5329258027867684,0.48364485981308414,146.72834254297393,856,33,28,28,0,16,16.0,completed,
original,52,5e-05,0,8,horiginal_s52_lr5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr5em05_f0/20260830_162304_455038_f0_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f0/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f0/context_8/per_cell_predictions.csv,2500,212.02179590520197,190.4687337445785,127.0549793055146,545.903353851372,178.00007817515032,152.2211318145867,218.8030646726784,128.36956072726048,17.6257752669927,0.8446170921198668,444.51196381594036,901,34,28,28,0,8,8.0,completed,
original,52,5e-05,0,12,horiginal_s52_lr5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr5em05_f0/20260830_162304_455038_f0_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f0/context_12,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f0/context_12/per_cell_predictions.csv,2500,212.02179590520197,190.1450951679578,126.51852172113117,555.6563960033984,175.8823104793201,151.8696304949,219.59865086066975,127.73437600795232,15.401873232449956,0.8457269700332963,442.70497047323056,901,34,28,28,0,12,12.0,completed,
original,52,5e-05,0,16,horiginal_s52_lr5em05_f0,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr5em05_f0/20260830_162304_455038_f0_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f0/context_16,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f0/context_16/per_cell_predictions.csv,2500,212.02179590520197,189.7237799437373,125.96257497339033,553.7841917187054,175.60965686485576,151.53274863158805,219.04693852081166,127.1963822645948,14.736542844883543,0.8490566037735849,441.67030224219013,901,34,28,28,0,16,16.0,completed,
original,52,5e-05,1,8,horiginal_s52_lr5em05_f1,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/runs/horiginal_s52_lr5em05_f1/20260830_163131_909894_f1_life_iv_base_s52,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f1/context_8,/home/JunseoPark/바탕화면/battery_gru/outputs/horizon_lifetime_iv_anp_grid/suites/20260830_124935_068102/evaluations/horiginal_s52_lr5em05_f1/context_8/per_cell_predictions.csv,4000,162.72598467291823,128.1145287395809,107.7064533757772,589.243270777989,96.56979891725327,89.76349833750005,191.0562341550187,109.2182746156882,30.103734473934555,0.7606741573033707,294.0125716433079,890,34,28,28,0,8,8.0,completed,
