step,loss,nll,kl,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
57,2.4831113815307617,2.4829158782958984,0.017150066792964935,0.0114,7.931456089019775,False,160,"MATR_b4c25,MATR_b2c17,MATR_b4c35,MATR_b2c43,MATR_b1c39,MATR_b1c29,MATR_b4c19,MATR_b4c0,MATR_b1c36,MATR_b4c38,MATR_b1c45,MATR_b3c28,MATR_b4c27,MATR_b3c12,MATR_b2c13","MATR_b2c25,MATR_b3c11,MATR_b3c38,MATR_b3c39,MATR_b2c28,MATR_b3c5,MATR_b2c26,MATR_b3c4",460.0,1932.0,,3.7080480800941586
58,1.1140192747116089,1.113927960395813,0.007877031341195107,0.0116,0.6525712013244629,False,120,"MATR_b3c0,MATR_b4c14,MATR_b2c36,MATR_b4c13,MATR_b2c11,MATR_b2c1,MATR_b2c31,MATR_b1c28","MATR_b3c8,MATR_b2c46,MATR_b2c25,MATR_b2c35,MATR_b3c19,MATR_b1c17,MATR_b2c47,MATR_b3c5",428.0,1152.0,,3.7353475871495903
59,2.3800578117370605,2.379861354827881,0.016652444377541542,0.0118,6.859320163726807,False,300,"MATR_b3c35,MATR_b1c36,MATR_b4c5,MATR_b1c38,MATR_b1c17,MATR_b1c20,MATR_b1c24,MATR_b1c39,MATR_b1c43","MATR_b2c32,MATR_b3c38,MATR_b4c24,MATR_b4c40,MATR_b2c20,MATR_b4c33,MATR_b4c43,MATR_b4c14",501.0,1932.0,,3.7783889868296683
60,2.2606449127197266,2.26016902923584,0.03966598957777023,0.012,6.131262302398682,False,160,"MATR_b2c31,MATR_b2c26,MATR_b4c5,MATR_b2c47,MATR_b3c27,MATR_b4c37,MATR_b2c5,MATR_b4c33,MATR_b1c20,MATR_b2c27","MATR_b3c21,MATR_b2c39,MATR_b1c0,MATR_b1c15,MATR_b3c35,MATR_b4c13,MATR_b4c8,MATR_b2c46",428.0,1858.0,,3.810167278163135
61,0.9575464129447937,0.9574534893035889,0.007614385336637497,0.0122,1.125465989112854,False,180,"MATR_b3c22,MATR_b1c0,MATR_b2c20,MATR_b1c40,MATR_b4c2,MATR_b3c8,MATR_b4c25,MATR_b4c35,MATR_b4c23,MATR_b3c0,MATR_b4c26,MATR_b1c28,MATR_b3c44","MATR_b2c43,MATR_b3c10,MATR_b1c43,MATR_b1c20,MATR_b4c28,MATR_b3c13,MATR_b4c20,MATR_b2c45",461.0,1076.0,,3.8464092039503157
62,1.1018627882003784,1.1015464067459106,0.025513213127851486,0.0124,1.038529634475708,False,120,"MATR_b2c38,MATR_b2c20,MATR_b3c16,MATR_b2c18,MATR_b4c14,MATR_b1c20,MATR_b2c26,MATR_b2c47","MATR_b2c25,MATR_b4c37,MATR_b2c0,MATR_b4c41,MATR_b1c32,MATR_b3c25,MATR_b2c11,MATR_b1c40",299.0,988.0,,3.8737330571748316
63,0.8778781294822693,0.8774682879447937,0.032527681440114975,0.0126,1.606170654296875,False,140,"MATR_b4c19,MATR_b1c41,MATR_b2c2,MATR_b3c39,MATR_b4c16,MATR_b2c32,MATR_b1c28,MATR_b1c23,MATR_b3c25,MATR_b3c19,MATR_b1c33,MATR_b4c41,MATR_b2c39,MATR_b2c28,MATR_b3c12","MATR_b4c31,MATR_b1c26,MATR_b2c4,MATR_b1c17,MATR_b4c37,MATR_b1c44,MATR_b4c27,MATR_b4c20",443.0,868.0,,3.9065003199502826
64,0.8503587245941162,0.8501684069633484,0.01486994419246912,0.0128,1.8328527212142944,False,280,"MATR_b4c13,MATR_b2c6,MATR_b4c17,MATR_b2c29,MATR_b2c5,MATR_b3c22,MATR_b4c39,MATR_b4c8","MATR_b2c23,MATR_b4c31,MATR_b2c34,MATR_b3c5,MATR_b4c43,MATR_b4c37,MATR_b2c31,MATR_b2c35",462.0,863.0,,3.9449128531850874
65,0.9877356290817261,0.9874609112739563,0.021134192124009132,0.013,0.7901643514633179,False,100,"MATR_b4c28,MATR_b2c11,MATR_b3c0,MATR_b1c45,MATR_b2c13,MATR_b3c28,MATR_b4c27,MATR_b3c5,MATR_b4c43,MATR_b4c19,MATR_b2c6","MATR_b2c27,MATR_b2c4,MATR_b4c40,MATR_b4c44,MATR_b1c26,MATR_b3c8,MATR_b1c38,MATR_b4c23",443.0,1038.0,,3.972867222968489
66,2.3661980628967285,2.3660526275634766,0.011009879410266876,0.0132,6.704410552978516,False,100,"MATR_b2c4,MATR_b2c23,MATR_b2c38,MATR_b4c39,MATR_b1c15,MATR_b2c29,MATR_b4c43,MATR_b3c27,MATR_b4c31,MATR_b1c7,MATR_b3c10,MATR_b1c43,MATR_b4c27,MATR_b3c0,MATR_b4c26,MATR_b1c33","MATR_b2c42,MATR_b4c8,MATR_b4c0,MATR_b1c24,MATR_b1c0,MATR_b2c17,MATR_b3c8,MATR_b2c36",465.0,1858.0,,4.004082543775439
67,1.061083197593689,1.0604143142700195,0.04991991072893143,0.0134,2.660885810852051,False,220,"MATR_b3c4,MATR_b1c9,MATR_b1c28,MATR_b2c4,MATR_b4c8,MATR_b2c39,MATR_b3c16,MATR_b1c33,MATR_b4c35,MATR_b2c6,MATR_b4c41","MATR_b3c19,MATR_b2c38,MATR_b1c29,MATR_b4c27,MATR_b3c41,MATR_b2c36,MATR_b2c29,MATR_b2c26",464.0,1152.0,,4.043297388125211
68,0.8404967188835144,0.8390995264053345,0.10273411870002747,0.0136,1.946380853652954,False,240,"MATR_b1c45,MATR_b1c43,MATR_b2c47,MATR_b2c38,MATR_b2c25,MATR_b1c32,MATR_b2c39,MATR_b1c16,MATR_b2c46,MATR_b1c36,MATR_b3c13,MATR_b4c30,MATR_b3c4","MATR_b4c31,MATR_b4c41,MATR_b3c11,MATR_b2c27,MATR_b4c43,MATR_b4c33,MATR_b3c0,MATR_b1c29",467.0,1007.0,,4.0891074519604445
69,1.109976887702942,1.1096519231796265,0.023551281541585922,0.0138,10.560426712036133,False,120,"MATR_b4c27,MATR_b1c41,MATR_b3c22,MATR_b2c38,MATR_b2c23,MATR_b3c38,MATR_b2c20,MATR_b4c30,MATR_b4c43,MATR_b1c44,MATR_b4c37","MATR_b2c6,MATR_b2c2,MATR_b2c43,MATR_b1c16,MATR_b2c32,MATR_b2c5,MATR_b2c18,MATR_b1c17",437.0,860.0,,4.119500705040991
70,0.8231413960456848,0.8230103254318237,0.0093605387955904,0.014,1.3266912698745728,False,180,"MATR_b1c33,MATR_b2c28,MATR_b4c23,MATR_b2c43,MATR_b3c10,MATR_b4c8,MATR_b1c38,MATR_b4c37,MATR_b4c20,MATR_b1c40,MATR_b2c13,MATR_b2c14,MATR_b2c10,MATR_b4c44,MATR_b4c22","MATR_b4c30,MATR_b3c28,MATR_b1c20,MATR_b1c43,MATR_b4c5,MATR_b3c4,MATR_b4c41,MATR_b1c28",533.0,1045.0,,4.158576516900212
71,0.918574333190918,0.9176558256149292,0.06468558311462402,0.0142,7.591557502746582,False,280,"MATR_b4c31,MATR_b1c28,MATR_b3c39,MATR_b1c43,MATR_b2c20,MATR_b2c0,MATR_b1c24,MATR_b3c5,MATR_b3c0,MATR_b3c34,MATR_b1c26","MATR_b1c16,MATR_b2c23,MATR_b2c38,MATR_b4c22,MATR_b1c29,MATR_b2c27,MATR_b3c22,MATR_b1c40",464.0,1000.0,,4.204456892795861
72,1.030097484588623,1.0296180248260498,0.03329842537641525,0.0144,3.979281187057495,False,120,"MATR_b4c24,MATR_b3c22,MATR_b4c35,MATR_b1c9,MATR_b1c20,MATR_b1c33,MATR_b3c19,MATR_b4c8,MATR_b2c2,MATR_b1c43,MATR_b4c39,MATR_b4c20,MATR_b1c32,MATR_b2c27,MATR_b4c44,MATR_b4c17","MATR_b4c0,MATR_b3c26,MATR_b3c44,MATR_b4c38,MATR_b2c43,MATR_b2c44,MATR_b3c12,MATR_b1c39",455.0,1055.0,,4.237219967879355
73,0.8877838253974915,0.8874951601028442,0.019773298874497414,0.0146,6.873183727264404,False,260,"MATR_b4c14,MATR_b1c38,MATR_b2c6,MATR_b4c19,MATR_b2c5,MATR_b4c44,MATR_b3c12,MATR_b4c24,MATR_b3c35,MATR_b1c29","MATR_b2c4,MATR_b2c45,MATR_b3c40,MATR_b1c16,MATR_b1c41,MATR_b3c26,MATR_b4c39,MATR_b3c28",443.0,1049.0,,4.277571642771363
74,2.6999752521514893,2.6996262073516846,0.023588981479406357,0.0148,10.037757873535156,False,100,"MATR_b4c40,MATR_b1c20,MATR_b4c20,MATR_b2c34,MATR_b1c1,MATR_b2c4,MATR_b4c16,MATR_b3c41,MATR_b3c27,MATR_b2c36,MATR_b4c27,MATR_b4c0,MATR_b1c44","MATR_b3c5,MATR_b3c38,MATR_b4c13,MATR_b3c28,MATR_b4c28,MATR_b2c10,MATR_b3c22,MATR_b4c41",539.0,1932.0,,4.307664589956403
75,1.0194077491760254,1.018370270729065,0.0691612958908081,0.015,16.113582611083984,False,200,"MATR_b2c26,MATR_b3c40,MATR_b1c31,MATR_b4c41,MATR_b2c4,MATR_b4c44,MATR_b4c26,MATR_b1c43,MATR_b1c7,MATR_b1c41,MATR_b3c16,MATR_b1c29","MATR_b2c14,MATR_b3c41,MATR_b2c20,MATR_b2c27,MATR_b3c28,MATR_b1c32,MATR_b2c5,MATR_b3c12",467.0,930.0,,4.345267248805612
76,0.7624883055686951,0.7620325088500977,0.029986977577209473,0.0152,7.977524280548096,False,200,"MATR_b3c8,MATR_b1c36,MATR_b2c42,MATR_b4c20,MATR_b1c32,MATR_b4c8,MATR_b2c23,MATR_b2c34,MATR_b2c46,MATR_b2c0,MATR_b3c26,MATR_b1c23,MATR_b4c43,MATR_b3c13,MATR_b4c13","MATR_b1c9,MATR_b1c45,MATR_b4c5,MATR_b1c31,MATR_b2c13,MATR_b2c25,MATR_b4c41,MATR_b3c27",460.0,1052.0,,4.387067440897226
77,1.1506420373916626,1.1505063772201538,0.008808090351521969,0.0154,8.523842811584473,False,100,"MATR_b4c8,MATR_b2c45,MATR_b4c27,MATR_b2c11,MATR_b4c0,MATR_b2c23,MATR_b1c20,MATR_b3c22,MATR_b3c21,MATR_b1c15,MATR_b1c7","MATR_b4c19,MATR_b2c26,MATR_b4c5,MATR_b4c44,MATR_b3c26,MATR_b4c26,MATR_b3c40,MATR_b2c44",455.0,1025.0,,4.414859244134277
78,0.8724257946014404,0.8714211583137512,0.06439922749996185,0.0156,12.700366973876953,False,180,"MATR_b1c40,MATR_b4c5,MATR_b1c43,MATR_b2c44,MATR_b4c28,MATR_b3c28,MATR_b1c32,MATR_b3c8,MATR_b4c40,MATR_b3c12,MATR_b3c34,MATR_b1c23","MATR_b4c4,MATR_b1c45,MATR_b4c26,MATR_b3c5,MATR_b4c2,MATR_b4c31,MATR_b4c25,MATR_b1c29",453.0,915.0,,4.449727382976562
79,0.6785116195678711,0.6747004985809326,0.24121122062206268,0.0158,5.374201774597168,False,260,"MATR_b3c11,MATR_b4c39,MATR_b3c39,MATR_b1c20,MATR_b1c0,MATR_b4c14,MATR_b1c9,MATR_b1c41","MATR_b2c14,MATR_b1c43,MATR_b3c28,MATR_b2c29,MATR_b4c24,MATR_b3c44,MATR_b4c20,MATR_b4c43",484.0,988.0,,4.486596148926765
80,0.8375775218009949,0.8356721997261047,0.11908319592475891,0.016,2.869901418685913,False,140,"MATR_b4c24,MATR_b2c28,MATR_b2c32,MATR_b4c22,MATR_b3c44,MATR_b3c27,MATR_b4c37,MATR_b1c7","MATR_b4c27,MATR_b3c4,MATR_b3c12,MATR_b4c41,MATR_b2c0,MATR_b3c13,MATR_b3c5,MATR_b2c29",299.0,1045.0,,4.515211393125355
81,0.8342719674110413,0.8333274722099304,0.05830229073762894,0.0162,8.861921310424805,False,120,"MATR_b4c43,MATR_b1c7,MATR_b4c23,MATR_b3c27,MATR_b3c8,MATR_b2c6,MATR_b1c40,MATR_b2c42,MATR_b2c5,MATR_b2c31,MATR_b3c4","MATR_b2c17,MATR_b3c41,MATR_b2c23,MATR_b1c39,MATR_b2c35,MATR_b1c41,MATR_b1c36,MATR_b4c8",462.0,1049.0,,4.544300931040198
82,0.6866241693496704,0.6850219964981079,0.09769406914710999,0.0164,2.439699411392212,False,140,"MATR_b1c44,MATR_b1c41,MATR_b4c25,MATR_b2c14,MATR_b2c27,MATR_b2c5,MATR_b3c25,MATR_b4c41,MATR_b1c7","MATR_b1c32,MATR_b4c14,MATR_b4c8,MATR_b3c8,MATR_b3c21,MATR_b1c40,MATR_b2c35,MATR_b2c11",462.0,964.0,,4.574759676121175
83,1.291075348854065,1.2831177711486816,0.4793733060359955,0.0166,11.745020866394043,False,260,"MATR_b1c9,MATR_b1c24,MATR_b4c8,MATR_b3c26,MATR_b3c11,MATR_b4c2,MATR_b1c41,MATR_b3c0,MATR_b4c13,MATR_b2c28,MATR_b2c26,MATR_b1c7,MATR_b4c16","MATR_b3c34,MATR_b4c22,MATR_b2c2,MATR_b1c20,MATR_b1c29,MATR_b1c36,MATR_b2c46,MATR_b4c24",428.0,1156.0,,4.621027079876512
84,0.940191924571991,0.9397162199020386,0.028316980227828026,0.0168,10.98105525970459,False,260,"MATR_b3c10,MATR_b1c29,MATR_b4c38,MATR_b4c44,MATR_b4c0,MATR_b2c31,MATR_b2c28,MATR_b2c43,MATR_b4c43,MATR_b3c22,MATR_b2c10,MATR_b4c31,MATR_b4c13","MATR_b4c2,MATR_b2c14,MATR_b4c24,MATR_b4c17,MATR_b4c33,MATR_b1c45,MATR_b4c19,MATR_b2c4",443.0,991.0,,4.667063559871167
85,0.8677843809127808,0.8631550073623657,0.2723144590854645,0.017,5.656068325042725,False,240,"MATR_b3c16,MATR_b1c43,MATR_b4c4,MATR_b3c11,MATR_b4c19,MATR_b2c44,MATR_b4c23,MATR_b4c41,MATR_b1c23,MATR_b2c45,MATR_b4c17,MATR_b3c8","MATR_b1c28,MATR_b2c20,MATR_b2c13,MATR_b4c28,MATR_b2c29,MATR_b1c26,MATR_b3c21,MATR_b2c6",482.0,868.0,,4.709911414887756
86,0.9115802049636841,0.9107773900032043,0.046675339341163635,0.0172,17.115619659423828,False,200,"MATR_b1c20,MATR_b1c15,MATR_b4c13,MATR_b4c44,MATR_b4c28,MATR_b1c17,MATR_b4c20,MATR_b2c32,MATR_b4c27,MATR_b2c2,MATR_b1c9,MATR_b4c35","MATR_b2c11,MATR_b4c31,MATR_b2c29,MATR_b3c41,MATR_b3c35,MATR_b3c0,MATR_b2c27,MATR_b3c5",467.0,1091.0,,4.747691826894879
87,0.7461276054382324,0.744708776473999,0.08154260367155075,0.0174,6.572878360748291,False,120,"MATR_b2c26,MATR_b4c2,MATR_b1c1,MATR_b3c16,MATR_b1c31,MATR_b2c34,MATR_b2c2,MATR_b1c20,MATR_b1c23,MATR_b1c33,MATR_b3c26,MATR_b3c19,MATR_b1c28","MATR_b1c43,MATR_b4c24,MATR_b2c17,MATR_b4c40,MATR_b2c42,MATR_b4c44,MATR_b2c36,MATR_b4c17",465.0,988.0,,4.78028373979032
88,1.2818586826324463,1.2753806114196777,0.3680744171142578,0.0176,26.429893493652344,False,300,"MATR_b2c35,MATR_b3c11,MATR_b4c13,MATR_b3c25,MATR_b1c32,MATR_b2c42,MATR_b1c23,MATR_b2c20","MATR_b1c15,MATR_b2c45,MATR_b1c26,MATR_b4c27,MATR_b3c39,MATR_b1c16,MATR_b3c34,MATR_b3c8",486.0,1156.0,,4.8219427559524775
89,0.6295514106750488,0.6290492415428162,0.028211841359734535,0.0178,3.082704544067383,False,180,"MATR_b3c26,MATR_b3c34,MATR_b1c45,MATR_b2c20,MATR_b3c22,MATR_b4c28,MATR_b3c41,MATR_b4c26,MATR_b2c2","MATR_b4c43,MATR_b4c14,MATR_b1c7,MATR_b1c24,MATR_b4c20,MATR_b4c25,MATR_b3c28,MATR_b4c13",453.0,1015.0,,4.856376696843654
90,0.7043167948722839,0.7013950943946838,0.16231787204742432,0.018,11.49871826171875,False,220,"MATR_b4c20,MATR_b2c35,MATR_b3c16,MATR_b3c13,MATR_b3c10,MATR_b2c4,MATR_b4c5,MATR_b1c20,MATR_b2c6","MATR_b1c32,MATR_b3c5,MATR_b3c28,MATR_b1c24,MATR_b4c35,MATR_b3c26,MATR_b2c18,MATR_b1c28",486.0,1081.0,,4.894559968728572
91,0.8849129676818848,0.8779274225234985,0.38382038474082947,0.0182,18.24505043029785,False,200,"MATR_b1c32,MATR_b2c6,MATR_b3c40,MATR_b3c25,MATR_b4c38,MATR_b4c2,MATR_b1c24,MATR_b3c19,MATR_b4c44,MATR_b4c20,MATR_b3c0,MATR_b4c4","MATR_b2c39,MATR_b3c35,MATR_b2c34,MATR_b2c5,MATR_b2c45,MATR_b4c37,MATR_b3c12,MATR_b4c26",458.0,1091.0,,4.932127451058477
92,0.6375231742858887,0.6319888830184937,0.30077695846557617,0.0184,5.947897434234619,False,260,"MATR_b3c21,MATR_b3c25,MATR_b3c27,MATR_b1c36,MATR_b2c31,MATR_b3c22,MATR_b1c39,MATR_b4c4,MATR_b1c43,MATR_b4c33,MATR_b4c26,MATR_b4c30","MATR_b2c36,MATR_b1c29,MATR_b2c18,MATR_b2c23,MATR_b2c20,MATR_b2c47,MATR_b1c15,MATR_b2c32",486.0,915.0,,4.976643396075815
93,2.4510347843170166,2.4350662231445312,0.8585258722305298,0.0186,10.316644668579102,False,240,"MATR_b2c5,MATR_b4c22,MATR_b3c11,MATR_b3c22,MATR_b3c10,MATR_b1c45,MATR_b1c29,MATR_b2c46,MATR_b2c23,MATR_b2c32","MATR_b3c4,MATR_b3c35,MATR_b4c31,MATR_b4c35,MATR_b1c0,MATR_b4c28,MATR_b4c43,MATR_b2c34",498.0,1858.0,,5.016357561107725
94,1.4989008903503418,1.497796893119812,0.05872535705566406,0.0188,39.62294387817383,False,160,"MATR_b2c47,MATR_b4c13,MATR_b2c5,MATR_b3c13,MATR_b2c38,MATR_b3c26,MATR_b2c35,MATR_b3c10,MATR_b1c33,MATR_b1c38,MATR_b3c4,MATR_b2c42,MATR_b2c44","MATR_b2c29,MATR_b4c4,MATR_b2c23,MATR_b1c43,MATR_b2c4,MATR_b1c24,MATR_b4c31,MATR_b4c27",443.0,1015.0,,5.0500358189456165
95,1.840375304222107,1.8384006023406982,0.1039290726184845,0.019,18.873600006103516,False,100,"MATR_b1c15,MATR_b4c44,MATR_b1c9,MATR_b1c24,MATR_b3c16,MATR_b3c44,MATR_b1c29,MATR_b4c33","MATR_b2c31,MATR_b4c17,MATR_b4c2,MATR_b2c5,MATR_b2c39,MATR_b2c46,MATR_b3c35,MATR_b1c38",428.0,1091.0,,5.076709907967597
96,1.2677607536315918,1.2660448551177979,0.08936838805675507,0.0192,32.61233139038086,False,140,"MATR_b1c32,MATR_b3c41,MATR_b1c7,MATR_b4c22,MATR_b1c40,MATR_b3c44,MATR_b4c35,MATR_b1c31,MATR_b2c45,MATR_b4c14,MATR_b3c21,MATR_b2c25,MATR_b2c27,MATR_b1c17,MATR_b3c40","MATR_b4c30,MATR_b2c47,MATR_b4c24,MATR_b2c13,MATR_b4c8,MATR_b4c26,MATR_b3c0,MATR_b2c39",458.0,1007.0,,5.109532203990966
97,0.8485884070396423,0.8477386236190796,0.04380252584815025,0.0194,22.18673324584961,False,120,"MATR_b1c45,MATR_b2c35,MATR_b2c5,MATR_b4c39,MATR_b1c40,MATR_b4c44,MATR_b4c19,MATR_b4c33","MATR_b3c25,MATR_b2c31,MATR_b3c11,MATR_b1c26,MATR_b2c38,MATR_b1c38,MATR_b4c13,MATR_b1c36",464.0,988.0,,5.13696499215439
98,0.7634284496307373,0.7546281814575195,0.44899290800094604,0.0196,12.663360595703125,False,300,"MATR_b4c13,MATR_b3c26,MATR_b2c45,MATR_b3c19,MATR_b4c28,MATR_b3c38,MATR_b1c23,MATR_b2c43,MATR_b3c13","MATR_b4c14,MATR_b1c20,MATR_b2c47,MATR_b1c24,MATR_b1c38,MATR_b2c35,MATR_b3c4,MATR_b4c41",462.0,1045.0,,5.180039011873305
99,0.8008897304534912,0.7992168068885803,0.08449146151542664,0.0198,14.540367126464844,False,100,"MATR_b4c44,MATR_b3c39,MATR_b4c33,MATR_b2c36,MATR_b4c22,MATR_b2c23,MATR_b1c45,MATR_b4c19,MATR_b2c45,MATR_b3c0,MATR_b2c29","MATR_b4c41,MATR_b1c44,MATR_b1c38,MATR_b4c23,MATR_b4c26,MATR_b4c5,MATR_b1c28,MATR_b3c28",476.0,1038.0,,5.20775834005326
100,0.5907171368598938,0.5874605178833008,0.16282975673675537,0.02,3.030870199203491,False,160,"MATR_b2c13,MATR_b3c38,MATR_b1c15,MATR_b2c20,MATR_b1c33,MATR_b1c23,MATR_b3c40,MATR_b4c41,MATR_b4c23,MATR_b2c5","MATR_b2c44,MATR_b1c16,MATR_b2c42,MATR_b2c28,MATR_b2c36,MATR_b4c2,MATR_b4c30,MATR_b4c20",455.0,860.0,,5.239606150891632
101,0.9508048892021179,0.9474830627441406,0.16444651782512665,0.0202,26.108285903930664,False,200,"MATR_b1c43,MATR_b2c45,MATR_b1c16,MATR_b2c11,MATR_b2c25,MATR_b2c2,MATR_b2c35,MATR_b4c8,MATR_b2c13,MATR_b3c35","MATR_b2c31,MATR_b3c25,MATR_b2c34,MATR_b4c44,MATR_b2c32,MATR_b2c47,MATR_b1c32,MATR_b3c22",491.0,1000.0,,5.275614777114242
102,0.9740886092185974,0.971205472946167,0.14132875204086304,0.0204,20.024412155151367,False,220,"MATR_b1c28,MATR_b3c25,MATR_b3c12,MATR_b1c1,MATR_b1c15,MATR_b4c43,MATR_b4c20,MATR_b3c4,MATR_b2c42","MATR_b2c32,MATR_b4c17,MATR_b4c39,MATR_b4c13,MATR_b3c39,MATR_b2c23,MATR_b4c37,MATR_b2c20",501.0,1154.0,,5.312116771936417
103,3.4126040935516357,3.403818130493164,0.42650309205055237,0.0206,52.133384704589844,False,300,"MATR_b1c28,MATR_b2c46,MATR_b1c32,MATR_b1c40,MATR_b1c1,MATR_b1c24,MATR_b4c5,MATR_b1c26,MATR_b2c44,MATR_b1c38,MATR_b4c27,MATR_b2c38","MATR_b4c41,MATR_b2c23,MATR_b1c0,MATR_b4c19,MATR_b4c8,MATR_b2c2,MATR_b3c39,MATR_b2c42",437.0,1858.0,,5.361967222765088
104,1.2369288206100464,1.2343497276306152,0.12399663031101227,0.0208,9.792407989501953,False,300,"MATR_b1c31,MATR_b4c43,MATR_b1c45,MATR_b3c41,MATR_b1c16,MATR_b4c37,MATR_b4c8,MATR_b2c47,MATR_b2c36,MATR_b3c40,MATR_b4c17,MATR_b1c44,MATR_b2c32,MATR_b1c7,MATR_b1c36,MATR_b4c14","MATR_b1c41,MATR_b3c22,MATR_b2c11,MATR_b2c20,MATR_b4c26,MATR_b3c44,MATR_b2c29,MATR_b2c31",476.0,1049.0,,5.422625014092773
105,1.2391706705093384,1.2383363246917725,0.03972934931516647,0.021,6.571065425872803,False,100,"MATR_b2c5,MATR_b2c0,MATR_b4c30,MATR_b3c44,MATR_b1c33,MATR_b4c8,MATR_b4c4,MATR_b1c9,MATR_b1c43,MATR_b4c44,MATR_b4c14,MATR_b2c18,MATR_b2c25","MATR_b2c4,MATR_b4c35,MATR_b3c34,MATR_b4c31,MATR_b1c16,MATR_b1c32,MATR_b2c29,MATR_b4c20",443.0,1156.0,,5.4517565299756825
106,0.6817391514778137,0.6808101534843445,0.043820131570100784,0.0212,11.981614112854004,False,220,"MATR_b2c17,MATR_b4c2,MATR_b2c13,MATR_b1c9,MATR_b1c29,MATR_b2c27,MATR_b1c23,MATR_b3c41,MATR_b4c30,MATR_b1c1,MATR_b2c23","MATR_b3c0,MATR_b4c40,MATR_b2c0,MATR_b4c41,MATR_b1c44,MATR_b4c26,MATR_b1c16,MATR_b2c14",299.0,1007.0,,5.49017796991393
107,0.8586624264717102,0.8579965233802795,0.03111770935356617,0.0214,10.601851463317871,False,160,"MATR_b1c24,MATR_b2c13,MATR_b2c39,MATR_b4c22,MATR_b4c30,MATR_b2c4,MATR_b2c36,MATR_b1c15,MATR_b3c4,MATR_b3c38,MATR_b4c39,MATR_b4c19,MATR_b3c8,MATR_b1c32,MATR_b3c39,MATR_b4c17","MATR_b2c35,MATR_b1c16,MATR_b1c39,MATR_b1c23,MATR_b2c20,MATR_b4c13,MATR_b3c34,MATR_b4c14",462.0,1156.0,,5.532377623952925
108,0.684666097164154,0.6836049556732178,0.0491282120347023,0.0216,11.204283714294434,False,160,"MATR_b1c9,MATR_b4c2,MATR_b3c4,MATR_b3c11,MATR_b2c36,MATR_b3c8,MATR_b1c17,MATR_b4c28,MATR_b2c11,MATR_b2c27,MATR_b4c20,MATR_b2c31,MATR_b4c25,MATR_b4c43,MATR_b4c13,MATR_b4c44","MATR_b1c40,MATR_b1c16,MATR_b2c25,MATR_b2c5,MATR_b4c24,MATR_b2c34,MATR_b1c20,MATR_b4c30",460.0,988.0,,5.5690721408464015
109,0.5214482545852661,0.5172933340072632,0.1905914545059204,0.0218,2.9828786849975586,False,220,"MATR_b2c13,MATR_b3c44,MATR_b2c10,MATR_b1c38,MATR_b2c27,MATR_b2c18,MATR_b1c44,MATR_b4c14,MATR_b1c39,MATR_b4c30,MATR_b2c31,MATR_b1c31,MATR_b2c26,MATR_b3c41,MATR_b1c23","MATR_b2c44,MATR_b2c14,MATR_b2c6,MATR_b1c32,MATR_b1c36,MATR_b3c11,MATR_b2c4,MATR_b4c27",443.0,815.0,,5.61441191798076
110,0.5353049635887146,0.53300940990448,0.10434402525424957,0.022,8.578900337219238,False,220,"MATR_b3c35,MATR_b4c35,MATR_b4c24,MATR_b3c22,MATR_b2c38,MATR_b4c8,MATR_b3c28,MATR_b4c14,MATR_b1c28,MATR_b2c39,MATR_b2c2","MATR_b2c36,MATR_b1c36,MATR_b2c11,MATR_b4c44,MATR_b2c44,MATR_b3c41,MATR_b2c32,MATR_b4c37",455.0,942.0,,5.653041178826243
111,0.5984607934951782,0.5953954458236694,0.13807830214500427,0.0222,6.439270973205566,False,280,"MATR_b2c23,MATR_b1c31,MATR_b4c39,MATR_b3c25,MATR_b2c35,MATR_b1c16,MATR_b4c31,MATR_b1c23,MATR_b3c12,MATR_b1c29","MATR_b2c39,MATR_b1c28,MATR_b3c0,MATR_b3c27,MATR_b3c10,MATR_b4c14,MATR_b4c19,MATR_b3c22",458.0,1076.0,,5.696988653857261
112,3.814314842224121,3.813499927520752,0.03638457879424095,0.0224,18.102766036987305,False,140,"MATR_b3c21,MATR_b2c17,MATR_b1c39,MATR_b2c27,MATR_b4c39,MATR_b3c19,MATR_b3c28,MATR_b2c18,MATR_b2c0,MATR_b4c43,MATR_b4c5,MATR_b3c8,MATR_b1c9","MATR_b2c20,MATR_b2c13,MATR_b2c47,MATR_b1c1,MATR_b2c29,MATR_b1c40,MATR_b4c35,MATR_b3c11",482.0,2154.0,,5.729970229789615
113,0.9669232368469238,0.9638504981994629,0.1359630674123764,0.0226,4.31242561340332,False,100,"MATR_b4c40,MATR_b3c21,MATR_b2c42,MATR_b3c0,MATR_b3c35,MATR_b4c30,MATR_b1c24,MATR_b4c14,MATR_b2c39","MATR_b4c0,MATR_b1c15,MATR_b3c12,MATR_b4c20,MATR_b3c34,MATR_b4c25,MATR_b3c22,MATR_b3c19",453.0,1156.0,,5.759131330996752
