step,loss,nll,kl,beta_kl,gradient_norm,optimizer_step_skipped,horizons,context_cells,query_cells,true_lifetime_min,true_lifetime_max,validation_rmse_cycles,elapsed_seconds
4344,-0.8253272175788879,-0.8259613513946533,0.0007298886775970459,0.8688,47.24736022949219,False,220,"MATR_b2c43,MATR_b3c26,MATR_b1c43,MATR_b3c27,MATR_b4c37,MATR_b1c17,MATR_b4c24,MATR_b4c33,MATR_b3c25,MATR_b1c44,MATR_b2c32,MATR_b3c12,MATR_b2c46,MATR_b4c40,MATR_b2c13","MATR_b4c16,MATR_b4c30,MATR_b2c0,MATR_b2c11,MATR_b4c27,MATR_b1c26,MATR_b3c41,MATR_b3c5",299.0,909.0,,168.65523963607848
4345,-0.5140364766120911,-0.5161028504371643,0.0023778583854436874,0.869,12.82997989654541,False,300,"MATR_b4c2,MATR_b1c9,MATR_b4c33,MATR_b1c29,MATR_b2c27,MATR_b4c20,MATR_b3c26,MATR_b4c24,MATR_b1c31,MATR_b4c16,MATR_b4c38","MATR_b4c39,MATR_b3c40,MATR_b3c22,MATR_b3c4,MATR_b1c0,MATR_b3c10,MATR_b3c38,MATR_b1c23",738.0,1932.0,,168.70178835699335
4346,-0.999610424041748,-1.000975489616394,0.0015704743564128876,0.8692,15.649940490722656,False,160,"MATR_b3c25,MATR_b4c2,MATR_b2c13,MATR_b4c26,MATR_b1c45,MATR_b4c25,MATR_b4c16,MATR_b3c13,MATR_b3c19,MATR_b4c44","MATR_b2c17,MATR_b4c20,MATR_b3c12,MATR_b2c28,MATR_b1c16,MATR_b2c42,MATR_b2c35,MATR_b3c22",462.0,1000.0,,168.73250022390857
4347,-0.22950905561447144,-0.23075154423713684,0.0014291349798440933,0.8694,86.05057525634766,False,200,"MATR_b2c6,MATR_b2c5,MATR_b2c47,MATR_b2c29,MATR_b1c36,MATR_b3c10,MATR_b2c2,MATR_b2c23,MATR_b1c20,MATR_b2c38,MATR_b3c16","MATR_b4c5,MATR_b1c45,MATR_b1c43,MATR_b2c26,MATR_b1c24,MATR_b3c38,MATR_b4c39,MATR_b4c19",470.0,1932.0,,168.76700141979381
4348,-0.46393874287605286,-0.46512624621391296,0.00136558897793293,0.8696,65.16426849365234,False,300,"MATR_b2c6,MATR_b2c36,MATR_b1c15,MATR_b1c33,MATR_b1c29,MATR_b4c27,MATR_b4c22,MATR_b4c5","MATR_b2c42,MATR_b3c21,MATR_b1c44,MATR_b4c24,MATR_b1c17,MATR_b2c13,MATR_b3c19,MATR_b1c40",465.0,1152.0,,168.80669593578205
4349,-0.800253689289093,-0.800726056098938,0.0005430653691291809,0.8698,23.299556732177734,False,160,"MATR_b3c10,MATR_b4c0,MATR_b4c28,MATR_b2c28,MATR_b1c7,MATR_b1c0,MATR_b2c26,MATR_b4c22,MATR_b4c16,MATR_b2c43,MATR_b2c17,MATR_b2c18,MATR_b4c13,MATR_b3c41,MATR_b3c44,MATR_b1c1","MATR_b1c9,MATR_b2c39,MATR_b4c40,MATR_b4c27,MATR_b2c5,MATR_b1c43,MATR_b2c27,MATR_b4c39",458.0,1052.0,,168.84208528278396
4350,-0.8098857402801514,-0.8115809559822083,0.001948544755578041,0.87,37.45195770263672,False,280,"MATR_b3c0,MATR_b2c20,MATR_b2c11,MATR_b4c20,MATR_b4c33,MATR_b2c6,MATR_b1c36,MATR_b4c17","MATR_b3c28,MATR_b4c13,MATR_b2c45,MATR_b4c16,MATR_b1c32,MATR_b2c36,MATR_b2c0,MATR_b4c22",299.0,909.0,,168.8793465117924
4351,-0.2373543381690979,-0.2391740381717682,0.0020911358296871185,0.8702,80.1339340209961,False,300,"MATR_b3c26,MATR_b2c39,MATR_b1c29,MATR_b4c4,MATR_b1c0,MATR_b4c0,MATR_b2c26,MATR_b3c22,MATR_b2c23,MATR_b3c5,MATR_b2c5","MATR_b2c14,MATR_b1c20,MATR_b3c8,MATR_b3c27,MATR_b3c21,MATR_b1c38,MATR_b4c41,MATR_b4c17",484.0,847.0,,168.92611041804776
4352,-0.3211669623851776,-0.3216414451599121,0.0005451440811157227,0.8704,78.61766815185547,False,160,"MATR_b1c9,MATR_b4c23,MATR_b4c26,MATR_b1c39,MATR_b2c17,MATR_b3c21,MATR_b3c25,MATR_b4c30,MATR_b1c29,MATR_b3c22,MATR_b4c25,MATR_b2c23,MATR_b4c8,MATR_b1c44,MATR_b4c17,MATR_b3c8","MATR_b2c42,MATR_b3c35,MATR_b2c39,MATR_b3c10,MATR_b4c43,MATR_b3c44,MATR_b4c4,MATR_b1c32",458.0,1091.0,,168.96168273873627
4353,-0.3865949511528015,-0.38850513100624084,0.002194104716181755,0.8706,31.150863647460938,False,140,"MATR_b2c4,MATR_b2c23,MATR_b1c26,MATR_b1c0,MATR_b1c9,MATR_b2c11,MATR_b3c26,MATR_b2c6,MATR_b2c45,MATR_b2c20","MATR_b1c31,MATR_b1c38,MATR_b2c46,MATR_b1c20,MATR_b3c40,MATR_b4c0,MATR_b4c43,MATR_b2c26",428.0,875.0,,168.9903497789055
4354,-0.2867400348186493,-0.2911083996295929,0.00501648522913456,0.8708,44.06926345825195,False,140,"MATR_b1c26,MATR_b4c28,MATR_b4c43,MATR_b1c29,MATR_b2c34,MATR_b3c12,MATR_b4c44,MATR_b2c4,MATR_b4c19,MATR_b4c40","MATR_b3c38,MATR_b2c38,MATR_b3c39,MATR_b4c33,MATR_b2c0,MATR_b1c1,MATR_b4c35,MATR_b2c31",299.0,2154.0,,169.01894834078848
4355,-0.9464563131332397,-0.9481688141822815,0.001966118812561035,0.871,17.54661750793457,False,260,"MATR_b1c15,MATR_b2c45,MATR_b3c19,MATR_b4c33,MATR_b1c40,MATR_b3c5,MATR_b1c43,MATR_b2c10","MATR_b3c10,MATR_b4c28,MATR_b2c20,MATR_b4c2,MATR_b3c21,MATR_b1c17,MATR_b4c16,MATR_b2c26",470.0,1076.0,,169.05426005180925
4356,-0.9802139401435852,-0.9818809032440186,0.001913413405418396,0.8712,30.10654640197754,False,240,"MATR_b3c21,MATR_b2c43,MATR_b1c7,MATR_b2c17,MATR_b4c16,MATR_b1c43,MATR_b2c14,MATR_b4c38","MATR_b3c8,MATR_b1c29,MATR_b4c31,MATR_b4c44,MATR_b4c33,MATR_b4c27,MATR_b2c4,MATR_b3c12",443.0,942.0,,169.09007642278448
4357,-1.088118314743042,-1.0896868705749512,0.0018000826239585876,0.8714,27.686927795410156,False,240,"MATR_b2c45,MATR_b2c39,MATR_b1c40,MATR_b4c44,MATR_b1c15,MATR_b4c43,MATR_b2c13,MATR_b1c39,MATR_b2c26","MATR_b1c41,MATR_b4c41,MATR_b2c11,MATR_b4c19,MATR_b3c5,MATR_b1c44,MATR_b1c28,MATR_b4c5",476.0,1049.0,,169.12611372908577
4358,-1.1227118968963623,-1.1233127117156982,0.000689283013343811,0.8716,39.02214813232422,False,280,"MATR_b4c27,MATR_b4c44,MATR_b4c19,MATR_b3c5,MATR_b1c16,MATR_b2c44,MATR_b2c35,MATR_b1c26,MATR_b3c19,MATR_b3c34,MATR_b3c27,MATR_b2c29,MATR_b3c35,MATR_b1c41","MATR_b3c4,MATR_b3c11,MATR_b4c40,MATR_b4c23,MATR_b4c35,MATR_b4c28,MATR_b2c28,MATR_b4c33",505.0,1081.0,,169.17651064880192
4359,-0.48945000767707825,-0.4910181164741516,0.0017987154424190521,0.8718,61.04105758666992,False,140,"MATR_b1c23,MATR_b3c16,MATR_b2c34,MATR_b1c15,MATR_b2c4,MATR_b3c11,MATR_b3c21,MATR_b1c16,MATR_b2c29,MATR_b2c6,MATR_b4c41,MATR_b1c24","MATR_b1c39,MATR_b2c38,MATR_b4c0,MATR_b3c25,MATR_b1c31,MATR_b2c25,MATR_b1c28,MATR_b4c40",460.0,988.0,,169.20697396900505
4360,-0.9457870125770569,-0.9464337229728699,0.0007416680455207825,0.872,57.18575668334961,False,200,"MATR_b4c16,MATR_b2c20,MATR_b3c5,MATR_b2c34,MATR_b3c40,MATR_b4c25,MATR_b2c36,MATR_b4c41,MATR_b4c0,MATR_b1c17,MATR_b1c43,MATR_b3c16,MATR_b1c16,MATR_b1c20,MATR_b2c10,MATR_b4c24","MATR_b4c20,MATR_b3c28,MATR_b2c44,MATR_b2c32,MATR_b2c39,MATR_b4c33,MATR_b2c2,MATR_b1c23",437.0,1012.0,,169.2487325379625
4361,-0.41748663783073425,-0.4180952310562134,0.0006977617740631104,0.8722,81.3719482421875,False,300,"MATR_b3c10,MATR_b4c27,MATR_b2c4,MATR_b3c41,MATR_b1c9,MATR_b2c5,MATR_b3c8,MATR_b4c31,MATR_b1c32,MATR_b2c47,MATR_b3c26,MATR_b4c17,MATR_b1c39","MATR_b1c26,MATR_b3c16,MATR_b3c22,MATR_b3c27,MATR_b4c40,MATR_b2c14,MATR_b2c23,MATR_b4c25",453.0,1635.0,,169.3001607088372
4362,-0.5463272929191589,-0.5509352684020996,0.005281921476125717,0.8724,42.07160949707031,False,140,"MATR_b2c28,MATR_b4c38,MATR_b2c39,MATR_b1c9,MATR_b4c33,MATR_b1c29,MATR_b2c17,MATR_b1c32","MATR_b4c25,MATR_b1c40,MATR_b4c13,MATR_b2c26,MATR_b2c18,MATR_b1c0,MATR_b2c1,MATR_b4c16",147.0,1858.0,,169.3276784569025
4363,-1.0037825107574463,-1.0062694549560547,0.0028500929474830627,0.8726,31.600915908813477,False,280,"MATR_b3c13,MATR_b2c46,MATR_b2c31,MATR_b3c12,MATR_b4c22,MATR_b1c29,MATR_b4c25,MATR_b2c39","MATR_b4c37,MATR_b2c10,MATR_b4c40,MATR_b3c44,MATR_b1c39,MATR_b1c31,MATR_b3c27,MATR_b4c0",560.0,938.0,,169.36494493484497
4364,-1.1931630373001099,-1.1938832998275757,0.0008251816034317017,0.8728,40.46559524536133,False,280,"MATR_b2c45,MATR_b3c10,MATR_b3c11,MATR_b2c43,MATR_b3c21,MATR_b3c40,MATR_b4c31,MATR_b1c36,MATR_b4c19,MATR_b4c39,MATR_b3c4,MATR_b4c0,MATR_b2c4","MATR_b3c19,MATR_b2c17,MATR_b2c5,MATR_b2c28,MATR_b2c38,MATR_b3c16,MATR_b4c26,MATR_b3c13",464.0,1635.0,,169.41355459298939
4365,-0.7560551166534424,-0.7583903074264526,0.0026749074459075928,0.873,39.260013580322266,False,160,"MATR_b4c40,MATR_b3c19,MATR_b1c26,MATR_b1c9,MATR_b2c13,MATR_b4c27,MATR_b1c1,MATR_b3c35","MATR_b3c27,MATR_b1c29,MATR_b4c35,MATR_b1c20,MATR_b4c16,MATR_b2c45,MATR_b2c25,MATR_b1c0",460.0,1858.0,,169.44297003094107
4366,-0.6222423315048218,-0.6237509250640869,0.0017276555299758911,0.8732,24.847267150878906,False,160,"MATR_b4c33,MATR_b2c35,MATR_b4c24,MATR_b2c26,MATR_b2c11,MATR_b1c15,MATR_b4c28,MATR_b2c0,MATR_b4c30,MATR_b2c44,MATR_b2c34,MATR_b4c27","MATR_b4c41,MATR_b2c43,MATR_b3c44,MATR_b3c35,MATR_b2c39,MATR_b4c22,MATR_b1c44,MATR_b1c0",458.0,1858.0,,169.47649625176564
4367,-1.2105762958526611,-1.2116703987121582,0.0012526363134384155,0.8734,73.27586364746094,False,300,"MATR_b3c8,MATR_b1c20,MATR_b4c14,MATR_b3c16,MATR_b1c31,MATR_b3c34,MATR_b4c27,MATR_b3c41,MATR_b2c20,MATR_b2c10,MATR_b4c22,MATR_b2c32,MATR_b4c44","MATR_b2c18,MATR_b3c13,MATR_b3c4,MATR_b4c43,MATR_b4c37,MATR_b2c45,MATR_b2c42,MATR_b3c25",465.0,1045.0,,169.5288408868946
4368,-1.1051273345947266,-1.1077829599380493,0.003039903938770294,0.8736,31.03417205810547,False,160,"MATR_b2c31,MATR_b1c24,MATR_b4c5,MATR_b3c8,MATR_b3c19,MATR_b3c26,MATR_b4c20,MATR_b4c28","MATR_b4c35,MATR_b4c22,MATR_b2c26,MATR_b2c2,MATR_b1c20,MATR_b4c25,MATR_b1c9,MATR_b4c41",437.0,1081.0,,169.55918877897784
4369,-1.176543116569519,-1.1781061887741089,0.0017887577414512634,0.8738,90.98772430419922,False,200,"MATR_b2c34,MATR_b1c44,MATR_b4c8,MATR_b1c33,MATR_b2c38,MATR_b1c16,MATR_b1c36,MATR_b4c33,MATR_b3c26,MATR_b3c0","MATR_b4c17,MATR_b4c28,MATR_b2c5,MATR_b3c10,MATR_b2c26,MATR_b4c14,MATR_b2c31,MATR_b4c26",470.0,1076.0,,169.59519354393706
4370,-0.31678128242492676,-0.31769493222236633,0.0010453686118125916,0.874,62.36086654663086,False,140,"MATR_b4c23,MATR_b4c27,MATR_b4c28,MATR_b3c16,MATR_b2c45,MATR_b4c41,MATR_b1c45,MATR_b1c1,MATR_b1c20,MATR_b3c34,MATR_b2c23,MATR_b1c43,MATR_b2c31,MATR_b1c17","MATR_b4c17,MATR_b2c4,MATR_b3c19,MATR_b1c15,MATR_b4c25,MATR_b1c41,MATR_b2c5,MATR_b4c24",443.0,1152.0,,169.6285619479604
4371,-1.0522724390029907,-1.053213119506836,0.001076027750968933,0.8742,96.87030029296875,False,260,"MATR_b3c34,MATR_b4c35,MATR_b3c21,MATR_b1c39,MATR_b1c29,MATR_b1c23,MATR_b2c25,MATR_b4c43,MATR_b2c46,MATR_b4c26,MATR_b2c43,MATR_b4c24,MATR_b2c5,MATR_b3c27,MATR_b3c22","MATR_b4c38,MATR_b4c2,MATR_b4c31,MATR_b4c0,MATR_b2c45,MATR_b3c0,MATR_b4c23,MATR_b1c20",486.0,1055.0,,169.67864406574517
4372,-0.24374325573444366,-0.24452154338359833,0.0008900836110115051,0.8744,69.03986358642578,False,220,"MATR_b4c41,MATR_b4c30,MATR_b3c10,MATR_b2c18,MATR_b2c32,MATR_b2c42,MATR_b1c45,MATR_b2c11,MATR_b1c1,MATR_b3c0,MATR_b4c39,MATR_b4c5,MATR_b1c23,MATR_b1c20","MATR_b2c44,MATR_b4c28,MATR_b4c33,MATR_b4c13,MATR_b1c43,MATR_b1c39,MATR_b1c29,MATR_b4c44",455.0,942.0,,169.7219213419594
4373,-0.9375897645950317,-0.9382232427597046,0.00072430819272995,0.8746,66.51197052001953,False,140,"MATR_b3c16,MATR_b1c33,MATR_b3c0,MATR_b2c2,MATR_b2c46,MATR_b2c6,MATR_b1c39,MATR_b4c41,MATR_b4c40,MATR_b4c30,MATR_b4c35,MATR_b2c17,MATR_b1c16,MATR_b4c43,MATR_b4c22","MATR_b3c26,MATR_b4c44,MATR_b1c7,MATR_b3c11,MATR_b2c11,MATR_b2c45,MATR_b3c41,MATR_b2c39",458.0,1025.0,,169.7550906217657
4374,0.44550612568855286,0.4441346228122711,0.0015677809715270996,0.8748,115.68246459960938,False,220,"MATR_b4c37,MATR_b2c13,MATR_b2c28,MATR_b1c32,MATR_b4c41,MATR_b3c13,MATR_b3c4,MATR_b4c33,MATR_b2c11,MATR_b3c35,MATR_b1c9,MATR_b4c28","MATR_b2c45,MATR_b1c0,MATR_b1c29,MATR_b1c24,MATR_b4c13,MATR_b1c1,MATR_b1c38,MATR_b2c39",458.0,2154.0,,169.7948095239699
4375,0.2307451218366623,0.22925709187984467,0.0017006099224090576,0.875,51.32538604736328,False,120,"MATR_b4c35,MATR_b3c12,MATR_b1c0,MATR_b2c43,MATR_b1c29,MATR_b3c4,MATR_b2c46,MATR_b4c31,MATR_b1c32,MATR_b4c39,MATR_b4c30","MATR_b4c41,MATR_b4c4,MATR_b4c0,MATR_b2c20,MATR_b2c25,MATR_b2c0,MATR_b1c7,MATR_b3c19",299.0,1152.0,,169.82382917776704
4376,0.1984163075685501,0.19761443138122559,0.0009162276983261108,0.8752,141.0889892578125,False,240,"MATR_b3c44,MATR_b4c27,MATR_b1c44,MATR_b1c20,MATR_b2c11,MATR_b1c1,MATR_b2c27,MATR_b1c17,MATR_b2c32,MATR_b3c21,MATR_b3c8","MATR_b4c44,MATR_b3c11,MATR_b3c41,MATR_b2c35,MATR_b3c12,MATR_b1c28,MATR_b3c16,MATR_b2c42",462.0,1635.0,,169.86450819578022
4377,-0.03758373111486435,-0.039392679929733276,0.0020664259791374207,0.8754,155.05300903320312,False,300,"MATR_b2c5,MATR_b1c45,MATR_b2c31,MATR_b2c6,MATR_b3c26,MATR_b2c29,MATR_b1c24,MATR_b4c39,MATR_b2c27,MATR_b1c1","MATR_b2c32,MATR_b2c36,MATR_b3c4,MATR_b3c19,MATR_b4c41,MATR_b3c38,MATR_b2c20,MATR_b4c20",501.0,1932.0,,169.91012893989682
4378,0.1673860102891922,0.16589683294296265,0.0017007440328598022,0.8756,237.0421142578125,False,240,"MATR_b4c23,MATR_b1c0,MATR_b3c0,MATR_b3c40,MATR_b3c28,MATR_b2c17,MATR_b4c26,MATR_b3c22,MATR_b2c18,MATR_b2c27,MATR_b4c35,MATR_b1c39","MATR_b1c36,MATR_b2c26,MATR_b2c14,MATR_b2c11,MATR_b4c44,MATR_b1c32,MATR_b2c4,MATR_b2c47",443.0,942.0,,169.9531103600748
4379,-0.567107617855072,-0.567770779132843,0.0007572397589683533,0.8758,165.3491668701172,False,280,"MATR_b4c14,MATR_b2c0,MATR_b1c32,MATR_b1c16,MATR_b2c39,MATR_b4c22,MATR_b2c38,MATR_b3c21,MATR_b3c13,MATR_b2c13,MATR_b3c19,MATR_b4c38,MATR_b4c40,MATR_b2c17,MATR_b3c44","MATR_b3c26,MATR_b4c31,MATR_b1c20,MATR_b4c33,MATR_b3c10,MATR_b4c41,MATR_b1c36,MATR_b4c17",505.0,1076.0,,170.00677823275328
4380,-0.9373393654823303,-0.9380843043327332,0.0008503571152687073,0.876,76.79381561279297,False,260,"MATR_b1c41,MATR_b2c13,MATR_b1c36,MATR_b4c17,MATR_b3c26,MATR_b4c24,MATR_b2c25,MATR_b3c21,MATR_b2c39,MATR_b3c13,MATR_b3c35,MATR_b4c39,MATR_b1c16,MATR_b1c31,MATR_b4c41","MATR_b1c40,MATR_b4c25,MATR_b2c10,MATR_b3c11,MATR_b3c10,MATR_b2c20,MATR_b4c35,MATR_b1c20",453.0,1081.0,,170.05722281290218
4381,-1.0544682741165161,-1.055037498474121,0.0006496235728263855,0.8762,53.606563568115234,False,240,"MATR_b3c0,MATR_b2c6,MATR_b3c19,MATR_b4c16,MATR_b2c17,MATR_b2c27,MATR_b3c34,MATR_b3c38,MATR_b2c34,MATR_b1c32,MATR_b1c23,MATR_b1c20,MATR_b2c39,MATR_b1c40,MATR_b3c25,MATR_b2c45","MATR_b4c25,MATR_b4c43,MATR_b3c41,MATR_b4c35,MATR_b3c11,MATR_b3c8,MATR_b2c18,MATR_b3c10",453.0,1081.0,,170.1076982198283
4382,0.5829064249992371,0.5813759565353394,0.0017463192343711853,0.8764,48.28679275512695,False,100,"MATR_b1c16,MATR_b3c34,MATR_b1c26,MATR_b2c20,MATR_b4c23,MATR_b4c43,MATR_b2c10,MATR_b4c33,MATR_b4c41,MATR_b3c26","MATR_b4c19,MATR_b4c20,MATR_b1c38,MATR_b1c43,MATR_b1c36,MATR_b3c25,MATR_b1c24,MATR_b3c4",614.0,1045.0,,170.13516231812537
4383,-0.5682165622711182,-0.569161057472229,0.0010774210095405579,0.8766,158.72262573242188,False,260,"MATR_b2c26,MATR_b2c20,MATR_b2c32,MATR_b1c44,MATR_b3c5,MATR_b4c8,MATR_b1c33,MATR_b1c45,MATR_b4c33,MATR_b2c2,MATR_b2c10,MATR_b2c47,MATR_b3c22,MATR_b2c27,MATR_b3c44,MATR_b2c31","MATR_b1c20,MATR_b2c6,MATR_b2c34,MATR_b4c31,MATR_b1c17,MATR_b3c13,MATR_b3c27,MATR_b4c44",498.0,942.0,,170.18712028395385
4384,-0.6541804075241089,-0.6560391187667847,0.002119891345500946,0.8768,105.33317565917969,False,220,"MATR_b2c32,MATR_b4c13,MATR_b2c39,MATR_b4c24,MATR_b4c41,MATR_b1c43,MATR_b3c40,MATR_b4c0","MATR_b4c38,MATR_b3c26,MATR_b2c44,MATR_b2c35,MATR_b1c23,MATR_b4c25,MATR_b1c32,MATR_b4c17",453.0,1055.0,,170.22241104580462
4385,-0.8213995099067688,-0.8231626152992249,0.0020103678107261658,0.877,67.9583511352539,False,220,"MATR_b2c44,MATR_b4c43,MATR_b2c42,MATR_b3c11,MATR_b4c24,MATR_b1c1,MATR_b2c18,MATR_b4c44,MATR_b2c17,MATR_b1c0","MATR_b3c0,MATR_b4c38,MATR_b3c26,MATR_b3c4,MATR_b2c23,MATR_b1c7,MATR_b2c6,MATR_b4c37",510.0,1055.0,,170.2590985149145
4386,0.49828413128852844,0.4948104918003082,0.003959916532039642,0.8772,179.00970458984375,False,240,"MATR_b1c32,MATR_b1c38,MATR_b4c16,MATR_b2c10,MATR_b1c44,MATR_b2c29,MATR_b3c13,MATR_b3c22,MATR_b2c27,MATR_b3c26","MATR_b2c13,MATR_b4c43,MATR_b3c41,MATR_b4c44,MATR_b1c20,MATR_b1c15,MATR_b4c20,MATR_b1c17",482.0,942.0,,170.29849925776944
4387,-0.728822648525238,-0.7294837236404419,0.0007534772157669067,0.8774,142.97964477539062,False,300,"MATR_b2c27,MATR_b4c5,MATR_b4c26,MATR_b2c46,MATR_b1c9,MATR_b4c43,MATR_b1c40,MATR_b3c39,MATR_b1c32,MATR_b4c40,MATR_b2c5,MATR_b3c13","MATR_b2c2,MATR_b2c25,MATR_b2c43,MATR_b2c38,MATR_b2c35,MATR_b2c44,MATR_b3c5,MATR_b4c39",437.0,826.0,,170.34878656081855
4388,-0.5252971649169922,-0.5260405540466309,0.0008471012115478516,0.8776,86.36276245117188,False,220,"MATR_b2c34,MATR_b3c16,MATR_b3c41,MATR_b4c19,MATR_b3c0,MATR_b4c44,MATR_b2c28,MATR_b4c37,MATR_b2c44,MATR_b4c43,MATR_b2c13,MATR_b1c15,MATR_b4c30,MATR_b4c25,MATR_b2c43","MATR_b1c41,MATR_b2c32,MATR_b1c16,MATR_b4c20,MATR_b3c13,MATR_b3c26,MATR_b1c24,MATR_b3c40",518.0,1049.0,,170.3940485198982
4389,-0.6209598779678345,-0.6221360564231873,0.0013399198651313782,0.8778,113.27739715576172,False,300,"MATR_b1c41,MATR_b1c45,MATR_b1c0,MATR_b4c44,MATR_b3c27,MATR_b2c23,MATR_b1c40,MATR_b2c2,MATR_b2c4,MATR_b3c44,MATR_b2c18","MATR_b1c39,MATR_b1c28,MATR_b2c31,MATR_b2c20,MATR_b3c39,MATR_b1c20,MATR_b2c10,MATR_b4c40",491.0,1154.0,,170.44177951477468
4390,-0.6920264363288879,-0.6936498880386353,0.001849062740802765,0.878,27.890819549560547,False,140,"MATR_b4c20,MATR_b3c39,MATR_b4c35,MATR_b1c44,MATR_b2c34,MATR_b4c27,MATR_b1c39,MATR_b4c30,MATR_b2c47,MATR_b1c16,MATR_b4c44,MATR_b2c11,MATR_b4c23","MATR_b2c32,MATR_b4c8,MATR_b3c25,MATR_b2c36,MATR_b2c17,MATR_b4c2,MATR_b2c45,MATR_b4c43",486.0,988.0,,170.47468041907996
4391,-0.8442744612693787,-0.8448491096496582,0.0006543174386024475,0.8782,71.29869842529297,False,160,"MATR_b3c10,MATR_b4c20,MATR_b2c45,MATR_b4c33,MATR_b3c41,MATR_b4c5,MATR_b1c9,MATR_b4c28,MATR_b4c0,MATR_b1c38,MATR_b1c39,MATR_b1c44,MATR_b2c13,MATR_b3c35,MATR_b4c26,MATR_b3c22","MATR_b2c0,MATR_b2c6,MATR_b1c24,MATR_b2c10,MATR_b1c43,MATR_b3c5,MATR_b3c11,MATR_b4c22",299.0,1015.0,,170.51171807711944
4392,-0.8095902800559998,-0.8108466863632202,0.0014303475618362427,0.8784,81.00995635986328,False,180,"MATR_b4c30,MATR_b1c16,MATR_b3c25,MATR_b3c27,MATR_b4c27,MATR_b1c17,MATR_b4c39,MATR_b3c5,MATR_b4c20,MATR_b4c8,MATR_b3c44,MATR_b2c2","MATR_b4c33,MATR_b4c40,MATR_b2c26,MATR_b4c28,MATR_b2c25,MATR_b4c41,MATR_b1c36,MATR_b4c4",460.0,871.0,,170.54672453273088
4393,-0.7358500361442566,-0.7366452217102051,0.0009050369262695312,0.8786,64.52709197998047,False,220,"MATR_b1c45,MATR_b1c20,MATR_b4c19,MATR_b3c41,MATR_b3c8,MATR_b1c28,MATR_b1c26,MATR_b2c20,MATR_b4c33,MATR_b1c33,MATR_b2c10,MATR_b2c39","MATR_b4c31,MATR_b1c31,MATR_b3c44,MATR_b2c26,MATR_b1c24,MATR_b2c4,MATR_b3c19,MATR_b4c13",443.0,1152.0,,170.58639852982014
4394,-0.3288460075855255,-0.3309668302536011,0.0024133101105690002,0.8788,99.90071105957031,False,240,"MATR_b2c6,MATR_b1c24,MATR_b2c32,MATR_b3c0,MATR_b2c46,MATR_b2c18,MATR_b4c31,MATR_b1c1,MATR_b3c21,MATR_b4c27,MATR_b2c31","MATR_b4c19,MATR_b1c9,MATR_b2c23,MATR_b4c2,MATR_b3c8,MATR_b1c32,MATR_b3c11,MATR_b2c26",470.0,1052.0,,170.6271656230092
4395,-0.33882060647010803,-0.3395645022392273,0.0008462965488433838,0.879,117.50892639160156,False,260,"MATR_b3c38,MATR_b3c35,MATR_b2c32,MATR_b1c36,MATR_b2c4,MATR_b4c8,MATR_b4c28,MATR_b1c9,MATR_b2c28,MATR_b3c34,MATR_b3c19,MATR_b1c24,MATR_b2c44,MATR_b4c35,MATR_b2c36","MATR_b4c14,MATR_b4c24,MATR_b1c17,MATR_b3c41,MATR_b2c10,MATR_b2c5,MATR_b3c12,MATR_b4c43",479.0,988.0,,170.67749128909782
4396,-0.1421635001897812,-0.14651669561862946,0.004951320588588715,0.8792,19.44866371154785,False,120,"MATR_b3c12,MATR_b2c1,MATR_b3c8,MATR_b1c36,MATR_b2c35,MATR_b3c38,MATR_b4c40,MATR_b2c42,MATR_b3c10,MATR_b2c17,MATR_b2c44,MATR_b3c27","MATR_b4c24,MATR_b3c34,MATR_b4c8,MATR_b1c1,MATR_b2c13,MATR_b4c37,MATR_b2c34,MATR_b2c45",482.0,2154.0,,170.70730887306854
4397,-1.2454367876052856,-1.2468104362487793,0.0015620365738868713,0.8794,25.57425880432129,False,180,"MATR_b3c34,MATR_b1c20,MATR_b2c46,MATR_b1c16,MATR_b2c27,MATR_b2c38,MATR_b4c41,MATR_b2c25,MATR_b1c31,MATR_b4c14,MATR_b1c29,MATR_b3c44,MATR_b4c25,MATR_b2c31","MATR_b3c26,MATR_b4c28,MATR_b2c18,MATR_b2c44,MATR_b1c9,MATR_b1c33,MATR_b2c10,MATR_b2c6",455.0,1052.0,,170.7446652399376
4398,-0.7312618494033813,-0.7331187129020691,0.0021110549569129944,0.8796,23.816524505615234,False,220,"MATR_b2c4,MATR_b2c14,MATR_b3c19,MATR_b4c4,MATR_b3c12,MATR_b2c46,MATR_b4c37,MATR_b2c6,MATR_b1c17,MATR_b1c44","MATR_b2c0,MATR_b2c39,MATR_b3c39,MATR_b2c20,MATR_b1c43,MATR_b1c7,MATR_b1c32,MATR_b2c18",299.0,1154.0,,170.78153730602935
4399,-0.6878807544708252,-0.6883428692817688,0.0005252361297607422,0.8798,26.3380126953125,False,260,"MATR_b1c15,MATR_b3c0,MATR_b2c20,MATR_b2c39,MATR_b4c25,MATR_b1c28,MATR_b2c44,MATR_b2c5,MATR_b2c38,MATR_b4c4,MATR_b3c38,MATR_b3c10,MATR_b2c26,MATR_b1c16","MATR_b3c27,MATR_b4c38,MATR_b4c23,MATR_b1c39,MATR_b2c34,MATR_b1c44,MATR_b3c11,MATR_b2c2",437.0,1055.0,,170.8298307680525
