step,loss,nll,kl,kl_weight,gradient_norm,optimizer_step_skipped,amp_scale_before,amp_scale_after,batch_sampling_attempts,batch_sampling_seconds,batch_collation_seconds,batch_transfer_seconds,batch_cells,batch_current_cycles,batch_betas,context_points_min,context_points_max,target_points_min,target_points_max,target_soh_raw_min,target_soh_raw_max,target_normalized_min,target_normalized_max,prediction_mean_min,prediction_mean_max,prediction_std_min,prediction_std_max,prior_std_min,prior_std_max,posterior_std_min,posterior_std_max,iv_observed_fraction_mean,gpu_allocated_mb,gpu_reserved_mb,learning_rate,validation_rmse,elapsed_seconds,validation_cell_rmse,nonfinite_gradient_parameters
4747,-0.860203742980957,-0.8628166913986206,0.0027522053569555283,0.9494,391.90020751953125,False,256.0,256.0,16,0.005909617990255356,0.0007335287518799305,0.00044959504157304764,HUST_9-7|HUST_8-7|HUST_6-5|HUST_6-1|HUST_10-5|HUST_9-8|HUST_6-1|HUST_8-6|HUST_8-2|HUST_4-8|HUST_1-8|HUST_10-8|HUST_8-8|HUST_10-1|HUST_1-2|HUST_4-1,845|1199|1218|965|951|1281|1081|717|990|1132|614|1005|1241|1039|658|1332,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,128,128,128,0.8137709772727303,1.0711276237373768,-2.3564891815185547,0.8743268847465515,-2.365234375,0.90185546875,0.024380482733249664,0.11257852613925934,0.0497729517519474,0.18463844060897827,0.049680061638355255,0.18447467684745789,0.0,79.18603515625,1772.0,0.0001,,1573.7530273729935,,
4748,-1.1605432033538818,-1.1625032424926758,0.002064080908894539,0.9496,120.80722045898438,False,256.0,256.0,16,0.005918825976550579,0.0007389290258288383,0.00042781466618180275,HUST_10-2|HUST_10-2|HUST_5-6|HUST_3-5|HUST_6-8|HUST_10-1|HUST_10-6|HUST_2-8|HUST_4-4|HUST_5-3|HUST_3-5|HUST_4-5|HUST_6-4|HUST_8-4|HUST_9-1|HUST_2-5,441|492|1923|1624|1535|1082|1229|1015|1109|1746|1345|446|1165|1432|760|579,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,30,126,128,128,0.8141555252525242,1.0717183434343405,-2.3516616821289062,0.8817426562309265,-2.36328125,0.85302734375,0.025917815044522285,0.11528988927602768,0.0497729517519474,0.18463844060897827,0.0497729517519474,0.18447467684745789,0.0,79.11572265625,1772.0,0.0001,,1574.0914626582526,,
4749,-1.5599972009658813,-1.5616337060928345,0.0017230361700057983,0.9498,44.445152282714844,False,256.0,256.0,16,0.005432622041553259,0.0005683479830622673,0.0003967760130763054,HUST_1-8|HUST_10-4|HUST_2-3|HUST_6-1|HUST_6-2|HUST_8-7|HUST_1-4|HUST_9-1|HUST_6-1|HUST_9-2|HUST_3-5|HUST_10-2|HUST_2-2|HUST_9-3|HUST_10-8|HUST_9-1,739|1392|419|1156|707|532|719|844|512|432|1517|940|726|816|827|498,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,124,128,128,0.81275236363636,1.0821165252525253,-2.369276762008667,1.0122798681259155,-2.466796875,0.96044921875,0.02488221973180771,0.13051337003707886,0.049680061638355255,0.18463844060897827,0.049680061638355255,0.18447467684745789,0.0,79.04541015625,1772.0,0.0001,,1574.424747519195,,
4750,-1.174946665763855,-1.1766955852508545,0.001840917393565178,0.95,252.13619995117188,False,256.0,256.0,16,0.005468359217047691,0.0005767941474914551,0.0003881198354065418,HUST_9-7|HUST_4-6|HUST_10-2|HUST_4-4|HUST_8-5|HUST_6-8|HUST_1-8|HUST_9-3|HUST_6-5|HUST_5-3|HUST_4-1|HUST_1-6|HUST_5-3|HUST_2-5|HUST_6-1|HUST_8-6,1404|1023|728|444|793|681|1811|1455|1434|1676|975|652|2071|367|775|1544,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,119,128,128,0.812708194444444,1.0569441818181824,-2.369831085205078,0.6962701082229614,-2.40625,0.67578125,0.023107130080461502,0.12897975742816925,0.0497729517519474,0.1851305216550827,0.0497729517519474,0.1848023384809494,0.0,78.86865234375,1772.0,0.0001,,1574.7453307542019,,
4751,-1.318845510482788,-1.3212400674819946,0.0025200117379426956,0.9502,144.5334014892578,False,256.0,256.0,16,0.005483638029545546,0.0006139338947832584,0.0004058429040014744,HUST_2-8|HUST_10-4|HUST_8-1|HUST_8-1|HUST_9-1|HUST_9-8|HUST_10-2|HUST_9-7|HUST_7-8|HUST_4-5|HUST_10-8|HUST_10-5|HUST_8-8|HUST_10-3|HUST_6-1|HUST_8-2,713|698|554|678|745|1195|833|1094|1483|398|1002|1071|1098|990|668|906,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,124,128,128,0.8115353888888837,1.0658643459595953,-2.384554386138916,0.8082524538040161,-2.455078125,0.75537109375,0.025067292153835297,0.12561975419521332,0.05005265399813652,0.1851305216550827,0.05005265399813652,0.1851305216550827,0.0,79.04541015625,1772.0,0.0001,,1575.080267580226,,
4752,-0.9470741748809814,-0.9500658512115479,0.003147803246974945,0.9504,150.4888153076172,False,256.0,256.0,16,0.006346429698169231,0.0007615210488438606,0.0004242081195116043,HUST_10-6|HUST_10-8|HUST_4-4|HUST_9-2|HUST_3-6|HUST_2-6|HUST_10-2|HUST_6-8|HUST_1-6|HUST_6-1|HUST_10-6|HUST_2-2|HUST_8-2|HUST_3-6|HUST_8-1|HUST_4-1,1064|433|781|1018|534|1014|479|1955|719|590|1782|2065|854|1160|816|1432,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,120,128,128,0.8125755631313137,1.0730818383838374,-2.3714962005615234,0.8988597989082336,-2.37109375,0.8837890625,0.024790208786725998,0.13122700154781342,0.050146233290433884,0.18545927107334137,0.050239987671375275,0.18529483675956726,0.0,78.90380859375,1772.0,0.0001,,1575.404486135114,,
4753,-1.1979703903198242,-1.2007018327713013,0.002873346209526062,0.9506,198.36404418945312,False,256.0,256.0,16,0.005568847991526127,0.0005873036570847034,0.0003708871081471443,HUST_4-7|HUST_6-2|HUST_4-1|HUST_6-1|HUST_4-1|HUST_10-6|HUST_8-1|HUST_9-3|HUST_10-8|HUST_2-6|HUST_6-5|HUST_10-6|HUST_1-4|HUST_8-4|HUST_9-7|HUST_1-4,1202|1448|1569|408|668|1365|700|746|1049|456|533|1326|780|990|1210|1012,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,117,128,128,0.8125755631313137,1.0680902702020174,-2.3714962005615234,0.8361963629722595,-2.337890625,0.7822265625,0.022768093273043633,0.12402749061584473,0.05042802542448044,0.18595336377620697,0.05042802542448044,0.18595336377620697,0.0,78.79833984375,1772.0,0.0001,,1575.7213610270992,,
4754,-1.6369458436965942,-1.639232873916626,0.0024053361266851425,0.9508,79.464599609375,False,256.0,256.0,16,0.006567595060914755,0.0006244438700377941,0.00037100818008184433,HUST_9-8|HUST_2-8|HUST_4-1|HUST_9-5|HUST_4-4|HUST_6-4|HUST_5-7|HUST_9-5|HUST_2-2|HUST_10-5|HUST_9-8|HUST_8-8|HUST_4-1|HUST_1-2|HUST_8-1|HUST_10-1,1061|536|834|861|556|432|321|1278|1102|677|748|953|1553|795|821|528,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,64,121,128,128,0.8125755631313137,1.0606604924242435,-2.3714962005615234,0.7429240942001343,-2.359375,0.736328125,0.023889170959591866,0.11257852613925934,0.050616759806871414,0.18694517016410828,0.050616759806871414,0.18677952885627747,0.0,78.93994140625,1772.0,0.0001,,1576.0488890032284,,
4755,-1.4609944820404053,-1.4629247188568115,0.0020296797156333923,0.951,147.63194274902344,False,256.0,256.0,16,0.0054993778467178345,0.0006960579194128513,0.0003998521715402603,HUST_10-4|HUST_6-4|HUST_10-4|HUST_3-5|HUST_2-5|HUST_4-5|HUST_6-2|HUST_9-8|HUST_6-2|HUST_9-4|HUST_4-1|HUST_7-8|HUST_10-8|HUST_4-5|HUST_9-2|HUST_1-2,1327|402|695|821|558|1233|1313|549|1183|414|1563|1454|598|1113|1054|1255,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,115,128,128,0.8115353888888837,1.0842066439393943,-2.384554386138916,1.0385189056396484,-2.4140625,0.94677734375,0.024607239291071892,0.13146568834781647,0.050711389631032944,0.18694517016410828,0.050711389631032944,0.18694517016410828,0.0,78.72802734375,1772.0,0.0001,,1576.359713178128,,
4756,-0.8656313419342041,-0.8676451444625854,0.002117101103067398,0.9512,185.59132385253906,False,256.0,256.0,16,0.005522369872778654,0.0007359441369771957,0.0004096901975572109,HUST_2-5|HUST_2-3|HUST_5-3|HUST_7-1|HUST_8-7|HUST_10-8|HUST_7-8|HUST_1-4|HUST_1-8|HUST_8-8|HUST_4-6|HUST_8-1|HUST_3-6|HUST_10-4|HUST_9-3|HUST_9-7,826|1368|1654|978|478|943|1350|486|472|1142|620|414|543|995|390|1287,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,127,128,128,0.8115353888888837,1.0848684520202005,-2.384554386138916,1.0468270778656006,-2.4453125,0.94677734375,0.02620786800980568,0.15679965913295746,0.0508061982691288,0.18760906159877777,0.0508061982691288,0.18760906159877777,0.0,79.15087890625,1772.0,0.0001,,1576.7011044402607,,
